id,statement,label
13420,Veel vrouwen van gesneuvelde IS-strijders hertrouwden snel.,FNR
13422,De beste preventie tegen sektes is dikwijls ex-sekteleden laten getuigen... Ziet u zo'n rol weggelegd voor gewezen IS-vrouwen?,FNR
13456,"De bekommernis van Jos is terecht, maar voor een partijvoorzitter is de sky the limit.",NF
13468,We stoppen de subsidies voor vervuilende files en betalen loon uit in euro's in plaats van diesel.,FNR
13469,"We gaan ons wel blauw betalen aan die groene oplossingen, zeggen uw tegenstanders.",FNR
13471,Vijf à twintig procent van ons bbp.,FNR
13479,Maar hebt u wel een heldere kosten-batenanalyse?,NF
13484,"Wie ons verwijt onbetaalbare voorstellen te doen, weet gewoon niet meer van welk hout pijlen te maken.",NF
13485,"U roept andere partijen op hun taboes te laten varen, maar blijft zelf mordicus tegen kernenergie.",FNR
13501,Honderden berichten per week krijg ik.,FNR
13504,De topper van deze week: 'Wanneer gaat u uw keel oversnijden?,NF
13517,Zijn uw eigen kinderen bezig met het klimaat?,NF
13541,De vraag is niet: hoeveel kinderen krijg je?,NF
13552,"Over de natuur, de mobiliteit of duurzaam bouwen wordt veel te weinig gesproken omdat de regeringen daar echt desastreuze resultaten hebben geboekt.",NF
13553,De Vlaamse regering kapt meer bos dan er bij komt.,FR
13579,"Kom je ook uit een socialistisch nest, Melissa?",NF
13594,Is het parlement anno 2019 nog wel de meest geschikte weg voor jongeren die de maatschappij willen -veranderen?,NF
13623,"Rousseau: “Je wil natuurlijk zelf graag hoger scoren, maar ik heb liever dat progressieve partijen het goed doen dan andere.",FNR
13624,Depraetere: “In hun klimaatplan staat nergens wie het moet betalen.,FNR
13631,U adviseert België drie nieuwe centrales.,FNR
13636,Je moet natuurlijk de meest kostenefficiënte formule zoeken.,NF
13641,De vraag was: zijn nieuwe centrales betaalbaar?,FNR
13644,De eerste twee door problemen met kerncentrales.,FNR
13651,"U was kandidaat voor de Democraten in Californië maar haalde slechts 0,5 procent van de stemmen.",FNR
13662,"Een gesprek over executies, Edegem, zijn vriendschap met Francken en liefde en leed in zijn gezinsleven.",FNR
13672,Jasmien is zelf een enig kind.,FNR
13680,Het was ook moeilijk omdat heel je omgeving het dan al wel weet.,NF
13692,"Iemand van de vakbond vertelde me dat ze destijds, in 1974, in de chemie in de haven de afvalstoffen gewoon in de Schelde loosden.",FR
13696,Mogen uw kinderen later mee betogen?,NF
13702,In Nederland bestaat het systeem al.,FNR
13720,Onze vrouwen zijn goede vriendinnen.,FNR
13722,"Urenlang praten, over politiek, de dingen des levens, in zo'n cocon waarin je van alles kunt zeggen, terwijl de kinderen slapen.",NF
13724,"Theo is een fijne, sympathieke man, met een blanke pit.",NF
13728,Hij is iemand met uitgesproken meningen.,NF
13737,Leeft u op een wolk?,NF
13748,Is het niet gewoon zo dat u het multiculturele van de stad liever niet importeert?,NF
13771,U staat op plaats acht.,FNR
13797,Het kalifaat is zo ongeveer verpulverd.,FR
13799,"Vandaar dat ik ook zeg dat we ze absoluut ginds moeten houden, dat we dat gevaar niet moeten importeren.",NF
13817,Ze dan opnieuw omarmen is uit den boze.,NF
13831,"Hij heeft er een pied-à-terre, wonen doet hij op het Britse Kanaaleiland Guernsey.",FNR
13836,Joshua Livestro: Die vraag heb ik mezelf de afgelopen jaren onafgebroken gesteld.,FNR
13837,"Als je de meest voorkomende bouwsteen in mijn DNA zou zoeken, dan kom je uit bij vrijheid.",NF
13843,"Vroeger heette de markt 'goed', nu heet ze 'zaligmakend'.",NF
13865,Livestro: Het is een open vraag of onze analyses nog wel aansluiten bij de werkelijkheid.,FNR
13876,Er worden sinds begin deze eeuw 70 procent minder moorden en extreem geweld geregistreerd.,FR
13879,Bent u niet gewoon een vooruitgangsoptimist geworden?,NF
13887,Die gaat gepaard met steeds meer problemen en steeds wanhopiger pogingen om het paradigma toch maar te laten passen.,NF
13888,"Precies wat je nu ziet op rechts: men past de eigen ideeën steeds extremer toe, jaagt almaar nadrukkelijker het eigen gelijk na, en bedenkt steeds heftiger vijandbeelden.",NF
13896,U hebt voor hem gewerkt.,FNR
13901,Ondertussen hebben we meer dan twintig jaar aan migratie- en integratiebeleid achter de rug.,FNR
13930,Ze heeft ook gelijk gekregen.,FNR
13942,"Sommigen laten het zich aanleunen, zoals de Israëlische premier Benjamin Netanyahu - nog zo'n crisisverschijnsel.",NF
13951,Maar jullie kunnen tenminste nog zeggen dat stabiliteit nooit een hoofdkwaliteit van de Belgische democratie is geweest.,NF
13956,Het cordon heeft niet belet dat veel punten uit het racistische 70 puntenprogramma ondertussen zijn uitgevoerd.,FR
13959,"Tenzij je dat vervolgens in handen geeft van Theo Francken (N-VA), natuurlijk.",NF
13982,Ga met Umberto Eco's veertien kernelementen van het fascisme in de hand eens de Europese en Amerikaanse partijen af die vroeger fatsoenlijk rechts waren.,NF
13984,"Livestro: Wie dat zegt, staart zich blind op de afwezigheid van knokploegen.",FNR
13986,Belgische en Nederlandse veiligheidsdiensten waarschuwen voor extreemrechts geweld.,FNR
13995,Livestro: (zonder twijfelen) Bart Somers (Open VLD).,FNR
13996,"In het migratiedebat durft hij een heel ander, veel realistischer geluid te laten horen.",NF
14012,"We zouden het bijna vergeten, maar ook links is in crisis.",NF
14031,Trump is extremer dan Ocasio-Cortez.,NF
14039,"Begin 2015 publiceerde hij de resultaten van een vergelijkend onderzoek naar fundamentalisme onder christenen en moslims in België, Nederland, Duitsland, Frankrijk, Zweden en Oostenrijk.",FNR
14040,De helft van de Belgische moslims bleek fundamentalistisch te zijn; alleen Oostenrijk scoorde nog hoger.,FR
14049,Hij zegt: 'In de 17de eeuw hadden we ook veel migratie en dat kwam toch allemaal goed?,FNR
14052,En dan kunnen we alleen vaststellen dat veel regimes uit de landen van herkomst hun grip over de mensen hier niet willen verliezen.,NF
14055,Net als de Turkse president Erdogan hebben ook veel andere regimes organisaties opgericht die de banden met de migranten in Europa aanscherpen en onderhouden.,FNR
14064,"Volgens sommigen zaten we midden in de apocalyps, volgens anderen stonden we er vlak voor.",NF
14077,Maurits Berger van de universiteit van Leiden voerde onderzoek naar salafisme in Nederland.,FNR
14084,"Homoseksualiteit moet volgens de salafist met de dood bestraft worden, net als geloofsafvalligheid.",FR
14089,Andere onderzoeken laten zien dat in herkomstlanden als Turkije of Marokko 70 tot 80 procent van de moslims fundamentalisten zijn.,FR
14090,In Afghanistan klokken we af op 95 procent.,FNR
14097,Bij de fundamentalistische moslims steunde zelfs 51 procent het gebruik van religieus geweld.,FR
14101,"BRUSSEL Wie denkt dat John Crombez murw geslagen tegen de grond ligt na een bewogen jaar, vergist zich.",NF
14106,Of hij met een kater zit?,NF
14116,Je voelde dat al maanden aankomen.,NF
14131,Wij durven zeggen dat we meer moeten investeren in opvang daar.,NF
14134,Hebt u een aanpak gezien van de asielchaos?,NF
14137,Nooit zijn zoveel mensen erkend.,FNR
14143,Wat hebt u hem gezegd?,NF
14148,Dat was met zijn vader ook zo.,FNR
14160,"Wat op oudejaarsavond gebeurd is, kan niet.",NF
14161,Wij gaan op al die domeinen doorbraken proberen te forceren.,NF
14164,"Ik zie een tendens in onze samenleving: zelfs wie zijn best doet, krijgt het moeilijk.",NF
14167,"Wie een beperking heeft, ziet zijn geld niet.",NF
14190,Groen spreekt openlijk over een blauwgroene as na 26 mei.,FNR
14198,"Meer sociale woningen, gezonde schoolmaaltijden voor elk kind, praktijktesten, propere lucht, een armoedeplan: dat zijn allemaal socialistische punten.",NF
14200,Volgens Philippe De Backer (Open VLD) gaat het nieuwe bestuur voor 90 procent zijn programma uitvoeren.,FNR
14212,Ik heb hen dat ook gevraagd.,FNR
14213,Liever nu tijd nemen dan onderweg op problemen botsen.,NF
14220,Dat gebeurt nu ook in Antwerpen.,FNR
14222,Maar dan zal zij een keuze moeten maken.,NF
14259,Wat hebt u de voorbije week geleerd?,NF
14272,Men verwacht blijkbaar dat ministers bestand zijn tegen álles.,NF
14287,"Een democratie kan bezwijken onder de angst, zei Obama eens.",FNR
14303,De lucht is gezonder dan in de jaren zeventig.,FR
14312,Deze regering hééft 259.000 jobs gecreëerd.,FR
14323,Kan dat in lopende zaken?,NF
14325,Een regering in lopende zaken kan geen loonnorm vastleggen zonder steun van het parlement.,FNR
14326,De vraag is of daar een meerderheid kan gevonden worden.,NF
14352,"Maar hoe minder ik daar publiek over zeg, hoe beter.",NF
14360,U hebt nog nooit in een parlement gezeteld.,FNR
14361,Ik heb enkele dagen in het Vlaams parlement gezeten.,FNR
14377,We zijn inderdaad niet beloond door de kiezer.,NF
14398,"Als we die sector nóg meer eisen opleggen, dan bestaat de kans dat ze haar activiteiten verlegt naar pakweg China.",NF
14405,Hij is een meerwaarde voor de lijst.,NF
14406,Ik zie ook inhoudelijk weinig verschillen.,NF
14420,"Hij staat op één voor het Vlaams parlement, ik op twee.",FNR
14428,Voor hem zet ik graag een stap opzij.,NF
14430,"U hebt de voorbije jaren veel over u heen gekregen, ook persoonlijk.",NF
14442,Maar ze moeten van mijn privé afblijven.,NF
14447,U hebt maandag toch gezien dat hij tevreden is met de nieuwe rolverdeling?,NF
14467,"Wie dat ontkent, kan ook het bestaan van de zon ontkennen.",NF
14499,Vandaag wordt alleen gekeken naar inkomen en eigendom.,FNR
14503,Desondanks noemt ze de hervorming van de sociale huisvesting de realisatie waar ze meest fier op is.,FNR
14531,"Staat deze arbeidsdeal niet symbool voor deze hele regering: goedbedoeld, maar niet goed genoeg?",NF
14537,U doelt vast op CD&V.,NF
14556,"Ten eerste zijn we van een tekort van 3,1 procent naar 0,6 procent gegaan.",FNR
14560,N-VA wijst in uw richting.,FNR
14565,Charles Michel noemt zijn regering historisch.,FNR
14567,"Dehaene heeft ook veel gesaneerd, maar onder zijn regering zijn de belastingen wel gestegen.",FR
14570,Ik vind niet dat je dat over jezelf kan zeggen.,NF
14571,De geschiedenis moet daarover oordelen.,NF
14573,"Als we de lat hoger kunnen leggen dan vandaag, waarom niet?",NF
14580,"Dat het zo lang geduurd heeft om de e-commerce in beweging te krijgen, komt niet zozeer door de bonden, maar door de belangengroepen van de werkgevers.",FNR
14583,Over de minimale dienstverlening op het spoor werd 20 jaar beweerd dat ze nooit kon werken.,FNR
14595,Ik wil meer concurrentie in ons land.,NF
14597,"Dat Telenet, Proximus en Orange dat vervelend vinden, kan ik begrijpen.",NF
14601,"De vrees bij een aantal van uw regeringscollega’s is dat Proximus, dat nog altijd deel uitmaakt van de Belgische overheid, ten onder gaat aan extra concurrentie.",FNR
14639,Bijvoorbeeld de werkloosheidsuitkeringen beperken in de tijd.,NF
14642,De regering-Di Rupo had de uitkeringen degressief gemaakt - ze dalen door de tijd heen.,FNR
14644,"In West-Vlaanderen, waar de krapte op de arbeidsmarkt het grootst is, zijn heel wat Fransen aan de slag, maar nauwelijks Walen.",FR
14651,De regering-Michel zou ons land klaarmaken voor de toekomst.,NF
14671,Maar die zijn veel minder compatibel en veel duurder.,FNR
14676,"De lat moet hoger, gaf u al aan.",FNR
14721,"Maar eerst moeten we even terug naar zondag 14 oktober, de avond van de gemeenteraadsverkiezingen, toen Mathias De Clercq - een tikje voorbarig - namens Open Vld de sjerp niet alleen opeiste, maar eigenlijk alvast omgordde.",FNR
14731,"En hebt u dat twee jaar geleden niet overwogen, toen de Gentse socialisten in de problemen kwamen met Optima en Publipart, wat toenmalig lijsttrekker Tom Balthazar zelfs zijn politieke carrière kostte?",FNR
14732,"U hebt nu wel een monstercoalitie gevormd: met Groen, Open Vld, sp.a en CD&V hebt u 40 van de 53 zetels.",FNR
14735,"U bedoelt: omdat CD&V per se een schepen moet hebben, moeten de andere partijen er naar verhouding meer krijgen.",NF
14736,Antwerpen doet het met 7 schepenen.,FNR
14744,Ze stond met haar mond vol tanden over die schimmelwoningen.,NF
14754,In Brasschaat willen mensen zelfs geen tram naar Antwerpen.,FNR
14757,"Behalve van Guy Verhofstadt is Mathias De Clercq nochtans ook een pupil van diens broer Dirk, die als militant vrijzinnige de hoofddoek al jaren bestrijdt.",FNR
14764,"Groen heeft jarenlang desinformatie verspreid: dat ggo's kanker veroorzaken, bijvoorbeeld, wat een compleet onhoudbare stelling is.",FR
14769,"Doordat de regelgeving voor ggo's en andere gentechnieken zo streng is, kunnen alleen reuzen zoals Bayer dat betalen.",FNR
14773,Maar we zouden toch niet willen dat alleen rijke mensen nog vliegvakanties kunnen boeken?,NF
14782,Dat is ook een vorm van intuïtie.,NF
14796,"Je wordt als politicus verplicht om in 16 seconden je boodschap over te brengen, en dan krijg je zulke slogans.",FNR
14797,Op den duur legt niemand nog grondig uit waar hij voor staat en wat hij precies wil doen.,NF
14798,Veel politici willen alleen nog maar de sympathie van het publiek.,NF
14806,"Ik heb dat van nabij meegemaakt, toen.",FNR
14820,"Nu de peilingen uitwijzen dat PVDA voor het eerst verkozenen kan krijgen in tal van grote en middelgrote steden, zou het raar zijn mocht Peter Mertens op 14 oktober niet de handen in de lucht kunnen steken.",FNR
14828,Vanuit helikopterperspectief zijn er dus drie thema’s die geclaimd worden door drie partijen.,FNR
14831,"Wij komen heel wat mensen tegen die vorige keer op N-VA stemden, maar die nu afhaken.",FNR
14857,Vlak na de vorige gemeenteraadsverkiezingen mochten wij voor de vorm ook eens langskomen bij De Wever.,FNR
14858,"Hij oreerde toen tegen ons: je kan de stad besturen op twee manieren, als de burgervader boven het gewoel of zoals in Orange in Frankrijk.",FNR
14864,"Hij denkt: als ik 40 procent van de kiezers tevreden hou, maakt het totaal niet uit dat die andere 60 procent mij haat.",NF
14876,Dat is trouwens ook de reden van die afgezaagde debatfiches over de vermaledijde PVDA.,NF
14877,Daarmee zet hij Peeters en Beke klem.,NF
14881,We zullen zien hoe heet de soep gegeten wordt.,NF
14889,Armoede wil nu iedere partij bestrijden.,NF
14891,"De manier waarop u aan politiek doet – met acties, met het betrekken van de bevolking – staat wel haaks op beleid voeren.",NF
14903,Er is een oorverdovende eensgezindheid rond de ontwikkeling van steden in heel Europa.,FNR
14914,Als je gewoon de sleutels van de stadsontwikkeling aan de grote private spelers geeft dan ontwikkelen die naar hun eigen normen en standaarden.,NF
14924,En dat op een zeer centrale en aantrekkelijke plaats.,NF
14943,"Door maximum huurprijzen op de private markt, wooncontroles, genoeg sociale woningen.",NF
14947,Wij pleiten voor gratis openbaar vervoer.,FNR
14952,Mijn schoonvader heeft een klein pensioen van 800 euro per maand.,FNR
14955,"Voor mensen die veel verdienen kan dat raar lijken, maar de prijs voor de trein of van een tramrit is voor veel mensen wel degelijk een drempel.",FNR
14958,Enkel gratis openbaar vervoer zal hier het probleem niet oplossen.,NF
14962,De paardentram van honderd jaar geleden reed sneller.,FNR
14967,Nog eens zes maanden later wordt Borgerhout helemaal gecriminaliseerd.,NF
14971,"De cijfers die nu onlangs werden bekend gemaakt rond discriminatie op de huurmarkt tonen aan dat vier op de tien mensen met een migratieachtergrond geen woning vinden, puur omwille van hun naam.",FR
14984,"Wat keihard marcheert, is mensen met verschillende achtergronden in contact brengen met elkaar, ze laten babbelen.",NF
14990,Want er bestaat een heel groot verschil tussen de professionele haatspuiers zoals Theo Francken of Filip De Winter en gewone mensen.,NF
15002,Ik heb heel veel respect voor Sahra Wagenknecht en ik heb er ook mee gesproken in de voorbereiding van mijn boek Hoe durven ze.,FNR
15020,"De afdelingen moeten minstens één jaar werken, waardoor we sowieso al in heel veel plaatsen niet kunnen opkomen.",FNR
15024,"Veel mensen vonden dat heel raar, maar het is gewoon omdat we niet op een te snelle manier willen te werk gaan.",NF
15025,Dreigen jullie door het electorale succes niet een politieke partij zoals vele andere te worden?,NF
15040,"We zijn nu een hub van de nieuwe, digitale economie, terwijl we dat vroeger allesbehalve waren.",FNR
15048,"We hebben 430 miljoen euro bespaard, maar de budgetten voor sociaal beleid zijn met twintig procent verhoogd.",FR
15050,We hebben een paar van erkende jeugdverenigingen ondersteund en fuifruimtes uitgebouwd.,FNR
15052,"We hebben ook JACO’s (centra voor jeugdwerk, arbeid, competenties en onderwijs) opgericht, en arbeidscompetentiebegeleiders aangeworven in Borgerhout en Deurne-Noord, waar het eerder sociaaleconomisch zwakke profiel van de bevolking woont.",FNR
15055,We hebben ook de investeringen in het onderwijs opgetrokken van 70 naar 170 miljoen euro.,FNR
15059,We moeten de stad van morgen aan de jongeren geven.,NF
15064,Liever dat dan allerlei beloftes die ik soms in kiesprogramma’s van linkse partijen lees.,NF
15080,"Mensen die te veel naar niches kijken, riskeren te vervallen in een bevestiging van achterstand.",NF
15103,"Onze schepen van Jeugd (Nabilla Ait Daoud, nvdr.) is omnipresent op het terrein, dus ik denk niet dat het slechte wil is.",FNR
15121,Uit hetzelfde Memorandum blijkt ook dat bijna de helft van de jonge voetgangers zich onveilig voelt.,FR
15123,De kans op botsingen met andere modi is groter.,FNR
15133,"Objectief is Antwerpen veiliger geworden, dat kun je moeilijk betwisten.",FR
15134,"Het aantal gewelddadige diefstallen is met de helft gedaald, diefstallen op straat met meer dan de helft.",FR
15136,Pro rata zijn we vandaag een veiligere stad dan Gent.,FR
15137,"De Antwerpenaar voelt zich gemiddeld ook veiliger, zo blijkt uit de cijfers.” (De uitspraak is gebaseerd op de meest recente cijfers uit 2016.",FR
15138,"Gent steekt Antwerpen in de criminaliteitscijfers voorbij, al gaat het hier om geregistreerde PV’s.",FNR
15168,"Wij pakken ongeveer 900 dealers per jaar op (volgens de Antwerpse politiestatistieken werden in 2017 761 pv's voor drugshandel opgesteld, nvdr.) Je ziet dat de modus operandi van die dealers veranderd is.",FNR
15172,Zonder de N-VA is de war on drugs verloren?,NF
15181,Vindt u dat veel mensen in uw stad hun geloof boven de stedelijke wetgeving plaatsen?,NF
15184,"Veel van de alledaagse dingen – eten, leven, kleden –  worden nu gepredikt in naam van de islam.",FNR
15190,Maar we moeten die mensen ervan overtuigen dat dat wel onze insteek is.,NF
15193,Hoe gaat het samenleven volgens u in Antwerpen?,NF
15197,Antwerpen vangt mensen op uit een heel andere cultuur.,FNR
15206,"Uw schepen Fons Duchateau zei in een interview met VRT, waarin hij met de cijfers wordt geconfronteerd, dat hij zich niet verantwoordelijk voelt.",FNR
15213,"Ik heb alle begrip voor mensen die een beter bestaan zoeken, zeker als ze een oorlogssituatie ontvluchten, maar de boodschap aan iedereen ter wereld moet deze zijn: nodig jezelf niet uit in een ander continent.",NF
15215,In Antwerpen bestaat er een archipel van op zichzelf staande groepjes.,FNR
15228,"Als een Belg 100 euro heeft, heeft de Antwerpenaar er 88.",FR
15245,"Ik ben bij de Indiërs in de tempel geweest, ik heb iftars bijgewoond bij een Turks gezin, maar ik pak daar nooit mee uit.",FNR
15253,Ik was eens in een klas in een school in Deurne met 25 jongens en 2 meisjes – 95 procent Marokkaanse jongens.,FNR
15265,Een jongere moet z’n eigen mening vormen van de res publica.,NF
15272,Opnieuw was het een week vol migratienieuws.,FNR
15273,De passagiers van de Aquarius mochten aan land in Valencia en vroegen asiel aan in Frankrijk.,FNR
15283,Wouter Beke: “De fundamentele inzet van dit debat is dat we onze binnengrenzen enkel kunnen openhouden als we onze buitengrenzen beschermen.,FNR
15287,Ik heb veel begrip voor de Italianen die aanklagen dat zij zoveel vluchtelingen moeten opvangen terwijl andere Europese landen zich daar niets van aantrekken.,NF
15302,Met het Belgische leger leveren we op dit vlak een bescheiden bijdrage door in Mali mee voor stabiliteit te zorgen.,FNR
15320,Justitieminister Koen Geens (CD&V) verkondigde deze week een atypische boodschap: met recente statistieken in de hand zei hij dat er geen acuut migratieprobleem is in Europa.,FNR
15325,"Andere christendemocratische partijen in Europa, van de CDA in Nederland tot de ÖVP in Oostenrijk, zwenken naar conservatiever of populistisch rechts.",NF
15329,Ik heb veel begrip voor mensen die zich over dit probleem ongerust maken.,NF
15331,Dat doet N-VA toch ook?,NF
15333,Het gaat ook over de manier waarop je over dit thema spreekt.,NF
15340,Kunt u verklaren waarom de kritiek van Belgische en Europese leiders op de scheiding van kinderen en ouders aan de Mexicaans-Amerikaanse grens zo ingehouden was?,NF
15368,"Die drang naar geborgenheid wordt door politici en ook door media onderschat: de nood van mensen om zich te kunnen identificeren met hun straat, met hun buurt en de mensen die ze kennen.",NF
15371,"Dit gaat niet over grote ideologieën of grote projecten, maar als burgemeester kun je dat wel stimuleren.",NF
15382,"Je bent staatssecretaris totdat iemand anders het stokje overneemt'', zegt ze.",FNR
15386,"Men werpt wel eens een hengeltje uit, maar ik vind het netjes om gewoon tot aan het eind van dit kabinet te blijven zitten.",NF
15398,"Maar ik heb de hardste delen van het regeerakkoord afgeschraapt, zowel financieel als in toon.",NF
15399,"In het regeerakkoord staat bijvoorbeeld: geen taal, geen bijstand.",FNR
15412,Beschut werk is essentieel: een deel van de mensen heeft dat nodig.,NF
15424,In 2013 zei u dat deze baan veel van uw lijf vergt.,FNR
15427,"Debatten doe ik standaard zittend, omdat staan veel energie kost.",FNR
15436,Wij zitten er gelukkig behoorlijk boven.,FNR
15441,"Bent u bang dat een nieuw kabinet met rechtsere partijen als VVD, CDA en D66 uw erfenis bezoedelt?",NF
15451,Ik heb zelf thuis vier moestuintjes op poten.,FNR
15452,Ik verbouw rucola - dat gaat heel goed - en allerlei kruiden: oregano en basilicum.,FNR
15454,Na anderhalf jaar actievoeren voelt het Onderwijsblad minister Slob aan de tand.,FNR
15457,Een gesprek over het belang van zij-instromers en ‘extra extra’ geld.,FNR
15465,Je moet ook oog hebben voor wat er wél gelukt is.,NF
15467,Dat gat is voor de helft weggewerkt door deze coalitie.,FNR
15473,Ik heb dat cijfer ook gezien.,FNR
15474,Betekent dat dat we eigenlijk bij minister Hoekstra van Financiën moeten zijn?,NF
15477,"Veertien jaar lang was Slob Tweede Kamerlid voor de Christenunie, waarvan de laatste acht jaar nagenoeg onafgebroken als fractievoorzitter.",FNR
15482,"Hoeveel geld er naar onderwijs zou gaan, lag op dat moment al vast in coalitieafspraken.",FNR
15489,"Ik had de ontwikkelingen in de periode daarvoor en de grote onderwijsstaking (op 5 oktober in het Haagse Zuiderpark, red.) natuurlijk wel gevolgd.",FNR
15492,Ik héb extra geld uit het regeerakkoord.,FNR
15493,Dan moet je dat wel zo noemen.,NF
15500,De afschaffing van de dividendbelasting gaat niet door.,FNR
15505,De onderwijsminister onderstreept een aantal keer in het gesprek dat vakbonden en werkgevers betrokken zijn bij de aanpak.,FNR
15509,Een van de maatregelen die Slob neemt is meer zij-instromers en herintreders voor de klas brengen.,FNR
15512,"Slob reageert enigszins getergd: “Zij-instromers worden aan de kwaliteitslat gelegd, ze worden niet zomaar losgelaten.",FNR
15517,"Als die begeleiding op de schouders terecht zou komen van de leraren die het sowieso al heel erg druk hebben, dan snap ik die zorg zeker.",NF
15518,"Tegelijkertijd moet er, zoals in andere beroepen, ruimte gemaakt worden voor mensen die op een andere manier instromen.",NF
15520,"Stel dat je die afslag nou gemist hebt – hartstikke stom, natuurlijk – maar op een bepaald moment denk je alsnog: dat onderwijs is toch wel een heel mooi vak.",NF
15533,Als verantwoordelijk minister heeft u daar geen stress van?,NF
15541,Daar mag men mij op aanspreken.,NF
15546,"Mijn mogelijkheden waren gelukkig niet nul, maar ook niet onbeperkt.",FNR
15553,Deze ligt begin volgende week bij AOb-leden in de bus.,FNR
15556,Op tafel in Zeist ligt een grote foto.,FNR
15557,"Het is een sprekende plaat vol lachende gezichten, van uitgelaten jonge voetballers in het shirt van Oranje, gemaakt vlak na de 2-0 van Memphis Depay tegen Frankrijk.",FNR
15558,"De doelpuntenmaker vormt het stralende middelpunt, om hem heen vormt zich een innige groepsknuffel.",FNR
15560,Op de achtergrond is ook Matthijs de Ligt zichtbaar.,FNR
15566,"Vier overwinningen, vier gelijke spelen en slechts twee nederlagen, in wedstrijden tegen vrijwel uitsluitend toplanden.",FNR
15568,"Nee, dat had ik vooraf ook absoluut niet gedacht’’, zegt Koeman.",FNR
15576,En later met het grote Oranje.,NF
15585,Dat het prettig is om veel contact met elkaar te hebben.,NF
15586,"In Noordwijk had Oranje altijd één eigen verdieping, maar dat hotel is zo groot, dat je elkaar veel minder zag.",FNR
15593,Mensen roepen makkelijk: voetballers trainen weinig en verdienen veel te veel geld.,NF
15594,Maar deze jongens zijn zeven dagen per week met voetbal bezig.,FNR
15595,"De programma’s die ze afwerken, de professionaliteit in trainingen, in voeding, in alles eigenlijk, is niet te vergelijken met mijn tijd.",NF
15598,In dat opzicht past deze omgeving óók bij de manier waarop deze jongens hun vak beleven.,NF
15603,"Sinds dat moment heb ik een heel ander beeld van hem, we hebben sindsdien een heel goede klik.",NF
15610,In je beginjaren botste je nog wel eens met jonge spelers zoals Wesley Sneijder en Rafael van der Vaart.,FNR
15613,Trainer zijn is een ervaringsvak.,NF
15614,De jongens op de foto hebben de leeftijd van jouw eigen kinderen.,FNR
15615,"Als zij zo’n filmpje van Memphis zien, vinden ze dat prachtig.",NF
15617,Ze zijn niet anders gewend.,NF
15620,"Laatst hield hij nog een voordracht bij NL Coach, op een congres voor coaches uit allerlei takken van sport.",FNR
15625,Die deed zijn trainingspak uit en kwam het veld in.,FNR
15635,"Ze spelen bij grote clubs, vertellen over hun ervaringen.",FNR
15646,"Die is helemaal wild van het type middenvelder dat Frenkie is, hij wilde alles over hem weten.",FNR
15650,In de zin dat we heus zo slecht niet waren?,NF
15669,"Tot nu toe hoefden we dat niet te doen, omdat we bijna alleen maar sterke landen troffen.",NF
15671,Ik besef goed: in 2019 begint het pas écht.,NF
15685,Bij ons is het EK nog wel een eind weg natuurlijk.,NF
15687,"Transfers, blessures, ontwikkeling van jongens.",NF
15688,Quincy Promes startte laatst bijvoorbeeld voor het eerst als offensieve back bij Sevilla.,FNR
15689,Heb je ook al spelers niet opgeroepen als een signaal om te laten zien wat je eist?,NF
15696,Nederland blijft altijd het land van ‘talent brengen’.,NF
15697,Laatst weer Orkun Kökcü bij Feyenoord.,FNR
15699,"Die was al iets ouder, maar de clubleiding zei: ‘hij kan dit jaar niet meer dan tien duels in de Premier League spelen.",FNR
15705,"Hij is welbespraakt, rebels en niet zelden omstreden.",NF
15706,Met zijn Forum voor Democratie wil Thierry Baudet de Haagse politiek volledig veranderen.,FNR
15712,Onafhankelijke politieke verslaggeving bestaat niet meer.,NF
15713,"Niet alleen de Publieke Omroep, maar ook verslaggevers in dienst van commerciële zenders en kranten zijn voor hun informatie afhankelijk geworden van de zittende politiek.",FNR
15717,Zoals ik ben: als idealist.,NF
15725,Politici en bewindvoerders nemen op dit moment geen enkele verantwoordelijkheid.,NF
15726,Die schuiven hun fouten af op rapporten en rekenafdelingen van departementen.,FNR
15729,Met je collega’s – herstel: ambtsgenoten – van de PVV wordt uit principe al jaren geen overleg meer gevoerd.,FNR
15733,Dus als ze ons uitsluiten worden we alleen maar groter en gaan we straks nóg makkelijker regeren.,NF
15741,"Ja, ik kan moties indienen – verzoeken om wetsvoorstellen te wijzigen – maar die worden in beginsel weggestemd, want er is geen meerderheid.",FNR
15742,"Kom je er een keertje per ongeluk tóch doorheen, dan wordt er weinig tot niets mee gedaan.",NF
15750,"In Nederland hebben zo’n duizend mensen het voor het zeggen: partijbobo’s en belangrijke fractieleden, burgemeesters en andere publieke functiebekleders – veelal met een opdracht vanuit Brussel.",NF
15753,Het overgrote deel van de pakweg tienduizend bestuurders die de koers van ons land bepalen hebben hun positie aan dat systeem te danken.,FR
15760,Ik wil een kabinet van experts – mensen die hun sporen hebben verdiend in de maatschappij of het bedrijfsleven – met échte verantwoording in de Kamer.,NF
15768,Mensen zijn van nature bang voor verandering en stemmen een stuk conservatiever dan ze eigenlijk zijn.,FR
15771,PVV is nog altijd tweede.,FNR
15778,"Daarbij blijft de PVV, ondanks alle ontwikkelingen, een eenmanspartij.",FNR
15779,"In de peilingen blijf je voorlopig steken op 10 tot 11 zetels, krap 10 procent van je beoogde aanhang.",FNR
