content,category
Mag ik u erop wijzen dat er slechts bij acht aanbevelingen een tegenstem van de oppositie was.,CFS
"Mijn vraag aan u is heel duidelijk, mijnheer de minister.",NFS
"Bovendien mogen wij ons niet laten misleiden door een perceptiestrijd, die er absoluut is en die de directe reden is voor de manier waarop de gegevens in kwestie worden gepresenteerd en gefilterd.",NFS
"Ik zal mij dus beperken tot de hoofdstukken I, II en III en het gedeelte kaaimantaks uit hoofdstuk IV.",NFS
"De terughoudendheid die u bepleit als het gaat over fiscale fraude, hebt u in andere dossiers helemaal niet.",NFS
Eigenlijk heeft de consument daarvan geen weet.,NFS
Dat is wel de ambitie en de bedoeling.,NFS
"Wel, mijnheer Calvo, op Europees vlak zijn er initiatieven genomen zoals BEPS en ATAD.",CFS
Datzelfde automatisme zouden wij graag invoeren voor de Belgische banken.,NFS
"Het is Didier Reynders, die aan de federale regering heeft voorgesteld met de betrokken ministers een taskforce te organiseren, teneinde zo snel mogelijk alle krachten te verzamelen en met de betrokken sectoren te overleggen.",CFS
"Mijnheer de voorzitter, we hebben de tijd.",NFS
Frankrijk heeft daaraan gewerkt en heeft inmiddels een groot aantal minderjarigen die familie hebben in Groot-Brittannië naar daar gebracht.,CFS
"De vraag was immers eigenlijk aan minister Kris Peeters gericht, die u naar hier heeft gestuurd.",NFS
Op dit moment zijn 30 maatregelen van het antifraudeplan in uitvoering of ze werden uitgevoerd.,CFS
"Mijnheer de voorzitter, collega's, ik zal daar niet te lang meer bij blijven stilstaan.",NFS
"Wat ons interesseert, is dat de thuisverpleging, die het al zo moeilijk heeft, daardoor vandaag enorm veel tijd verliest aan die administratieve rompslomp.",NFS
"Ik heb echter wel bedenkingen bij de aanhechtingscriteria, meer bepaald de versoepeling die daarin wordt gehanteerd.",NFS
"Wat die war on drugs in de Antwerpse straten betreft, worden de kleintjes inderdaad gepakt.",NFS
"Mijnheer de minister van Buitenlandse Zaken, ik denk dat wij in deze kwestie heel duidelijk moeten zijn, wij moeten Rusland een krachtig signaal geven dat wij dit niet pikken.",NFS
Laat ons vooruitkijken naar 12 oktober en dan bekijken of dit voldoende is.,NFS
Ik vind een bilan in het midden van een mandaat ook een heel goede zaak.,NFS
Daarbij wordt rekening gehouden met de reeds bestaande witwasmeldingsplicht en de invoering van de verplichte mandatory disclosure voor offshoreconstructies en constructies die de CRS-rapportering omzeilen.,CFS
"Er komen vier NAVO-bataljons in Letland, Estland, Litouwen en Polen.",CFS
"Ik herhaal, het kan vandaag al en het stond ook in het regeerakkoord van Di Rupo waarnaar u verwijst.",CFS
" Mijnheer de voorzitter, ik dien samen met u vast te stellen dat niet alleen de minister van Werk goed nieuws brengt voor het Parlement, maar blijkbaar ook de minister van Binnenlandse Zaken",NFS
Dat gaat veel verder dan wat ooit hier in de Kamer is besproken.,NFS
Ik moet wat dat betreft van niemand lessen krijgen of niemand moet mij een geweten schoppen.,NFS
"Het wordt mooi verkocht: langer werken in de winter, meer thuisblijven in de zomer.",NFS
"De meerderheid heeft voor een objectief differentiëringscriterium het aantal vollasturen, in plaats van de vroegere forfaitaire vergoeding met een return on investment van 12 %.",CFS
Het element fiscaliteit is voor sommigen blijkbaar niet hetzelfde als het element subsidie.,NFS
"Als het over rulings gaat, de minister van Financiën heeft als eerst de uitwisseling van rulings mogelijk gemaakt.",CFS
"Wat de experts voorstellen, is iets anders.",NFS
"BNP Paribas Fortis is inderdaad de grootste bank in ons land, met achttienduizend werknemers",CFS
"De afgelopen jaren stelden wij een resem zware feiten vast, in het bijzonder tegen onze politiemensen.",NFS
"Het zijn precies de patiënten die niet genoeg geld voor kwalitatieve gezondheidszorg hebben, die hulp zoeken bij die centra.",CFS
Eveneens waar is – dat ziet men vaak bij criminaliteitfenomenen – dat de modus operandi wijzigt wanneer men sterk op een bepaald fenomeen inzet.,CFS
"Over de winteropvang, ik begrijp het onbegrip van alle collega’s die vandaag de vraag hebben gesteld.",NFS
Ik dank u voor de bestaande ondersteuningsmaatregelen; gelet op de zeer zware impact van de terreuraanslagen zullen er zeker ook bijkomende maatregelen moeten worden genomen.,NFS
De lokale politiemensen zitten op hun tandvlees; het is goed dat u dat heel goed beseft en dat er blijkbaar bijkomende middelen komen,NFS
"Maar inzake nucleaire veiligheid moeten de problemen er blijkbaar echt zijn, vooraleer men actie onderneemt.",NFS
"Mijnheer de minister, u bent een beschaafd, minzaam en zeer gestudeerd man, maar uw antwoord is helaas nietszeggend.",NFS
Wij zijn in de helft van de legislatuur.,UFS
De vraag is dus — dat is wat in het rapport van Elia staat — waarom er nu onvoldoende maatregelen worden genomen om in 2025 te beschikken over andere capaciteiten.,CFS
Dat geef ik u als idee mee.,UFS
"Het rapport is aangekondigd, maar is er vandaag nog niet.",UFS
"Het gevoel van straffeloosheid, de negatieve en nefaste spiraal, moet dringend worden omgebogen.",NFS
Ik heb gezien dat u begrip hebt voor de invoering in de sector van het elektronisch voorschrift door artsen.,NFS
In het verslag wordt er gevraagd dat het parket versterkt wordt ter compensatie van de bevoegdheid die de onderzoeksrechter ontnomen wordt.,CFS
"Persoonlijk vind ik het jammer dat Belgen niet verplicht zijn om te gaan stemmen, en dat ze zich moeten inschrijven om dat te doen.",NFS
"Voor echte normstelling, voor harde handhaving is net iets meer nodig dan wat de vorige regeringen en de huidige regering doen, zoals de Brusselse kerstmarkt omdopen in een winterfeest en Marokkaanse officials feliciteren, omdat ze afstand nemen van een dergelijk crimineel gedrag.",NFS
Dat brengt mij automatisch bij een aantal duidelijke vragen.,NFS
"Mijnheer de voorzitter, mijnheer de minister, ik dank u voor uw uitermate constructief antwoord.",NFS
"Mevrouw Gantois, ik zal bijzonder aandachtig zijn voor de opvolging daarvan.",NFS
Ik begrijp dus niet wat u hier komt zeggen.,NFS
Ik heb net gezegd dat wij geen specifieke rol spelen in de uitwijzingsprocedure.,UFS
Wij zullen nauw samenwerken in de commissie om tot de juiste resultaten te komen.,NFS
Zij moeten die zitpenningen terugbetalen.,NFS
Het tijdpad is ook belangrijk: de vakantieperiode is een risicoperiode.,CFS
"Zelf ben ik verantwoordelijk voor traject 2, dat gericht is op een betere inning en invordering.",CFS
"Ik doe dat zelf ook, zoals wellicht heel velen in deze zaal en daarbuiten, om nog te zwijgen van de 1,8 miljoen vrijwilligers die ons land telt.",CFS
"In 2013 werd in Antwerpen vijf ton drugs in beslag genomen, vorig jaar 30 ton, dat is een verzesvoudiging.",CFS
"De afgelopen weken hebben aangetoond dat informatie-uitwisseling belangrijk is, intern in ons land, maar uiteraard ook met het buitenland.",NFS
Ik kan ook nog de aanbevelingen 98 en 99 voorlezen.,NFS
Die moeten de handen in elkaar slaan om de drieste strijd tegen de drugs te winnen.,NFS
Ik verwacht dat u optreedt.,NFS
Deze regering kiest echter voor een andere benadering.,NFS
"De politie heeft vanochtend een aanvraag ingediend en het Sectoraal comité van de Privacycommissie zit op dit moment, as we speak, samen om zich te buigen over die machtiging.",CFS
De Verenigde Staten van Amerika hebben geweigerd om op te treden.,CFS
"Mijnheer de minister van Buitenlandse Zaken, ook u hebt de Russische verklaringen veroordeeld en noemt ze onaanvaardbaar.",CFS
Dit zijn allemaal praktische bezwaren die eigenlijk weggewerkt moeten worden.,NFS
Het is wel degelijk de verantwoordelijkheid van het kabinet-Vandeput om het redesignproject te bekijken.,CFS
U maakt een onderscheid tussen het noorden en het zuiden van het land en dat vind ik onaanvaardbaar.,NFS
IS heeft alleen al in Mosoel 2 500 Europese strijders.,CFS
De mensen op het terrein verdienen onze absolute steun.,NFS
"Door de beslissing om 7 miljoen te besparen, zullen echter 26 geplande wijkgezondheidscentra, die in de startblokken staan, niet kunnen opstarten.",CFS
"Men heeft daar inderdaad niet veel energie nodig, want iedereen rijdt er nog met paard en kar.",NFS
"Mijnheer de minister, u doet dat totaal niet.",NFS
"Volgens de federale politie leidde partnergeweld in 2014 tot het ontstellende cijfer van 119 overlijdensgevallen, en niet 160, zoals in de pers te lezen was.",CFS
Dat maakt het voor de toezichthouders zeer moeilijk om adequate controles uit te voeren.,NFS
"In tijden waarin het debat over fundamentele waarden zo heftig woedt, lijkt het mij zeer belangrijk een aantal essentiële waarden aan te kaarten wanneer de gelijkheid tussen mannen en vrouwen in vraag wordt gesteld.",NFS
Gelet op het gebrek aan flankerende maatregelen spreekt het voor zich dat de sector met investeringen heeft gewacht tot op het moment dat de maatregelen er effectief waren.,NFS
"Afgelopen zomer stelde u productieve overheidsinvesteringen voor om het GEN te kunnen voltooien, maar sindsdien ligt alles stil, en van het GEN ontbreekt elk spoor in de begroting 2017.",CFS
"Ten vijfde, het dossier wordt geagendeerd op de maandelijkse vergadering van de Commissie over de procedure.",CFS
Eigenlijk verandert er niet zo veel.,NFS
U had het ook over de maatregel om Panama op de lijst met belastingparadijzen op te nemen.,CFS
Ik meen dat wij op dezelfde lijn zitten.,NFS
Dat zijn mensen met een stevig vermogen.,NFS
"U spreekt over een automatische uitwisseling, maar u moet eens bekijken wat er internationaal wordt uitgewisseld — de identiteit, de bankrekeningnummers enzovoort.",NFS
"Daarbij moet natuurlijk ook rekening worden gehouden met mijn tweede petje, namelijk dat van de privacy.",NFS
"Ik verzoek u een oplossing uit te werken die de gemeenschappen niet tegen elkaar opzet maar die rekening houdt met de verschillende realiteit in die landsgedeelten, zowel wat de praktijk van de ergotherapeuten, de kinesitherapeuten als de logopedisten betreft, als inzake de erkenning van de psychomotorische therapie als paramedisch beroep.",NFS
"Omdat u het vraagt, zal ik herhalen wat de eerste minister gezegd heeft naar aanleiding van zijn verklaring, namelijk dat de regering de impact van de verlaging van het brutoloon van de jongeren zal neutraliseren en ervoor zal zorgen dat het nettoloon van de jongeren niet vermindert.",CFS
" In dit zeer gevoelig politiek dossier dank ik u, mevrouw Van Peel, voor de bloemen, en u, mevrouw Fonck, mevrouw Onkelinx en mevrouw Wouters, voor de potten",NFS
Wij zijn gebonden door de wet en ik neem aan dat u ook de wet wil respecteren.,NFS
Ik heb ook in België op dezelfde wijze van gedachten gewisseld met de hoofdvertegenwoordiger van de Diyanet naar aanleiding van de nieuwe erkenningsregels voor het Executief.,NFS
Wij zijn van mening dat wij de jongeren zo sneller aan een job zullen kunnen helpen.,NFS
"Die administratieve vereenvoudiging is voor ons een permanente opdracht, voor de regering, maar eigenlijk voor alle overheden in dit land.",NFS
"Met Nederland en Frankrijk deden wij die al iets langer en in februari werd ook met Duitsland de afspraak gemaakt om met elkaar gegevens uit te wisselen in werkgroepen, om transparant samen te werken en om elkaar op eventuele moeilijkheden of problemen te wijzen.",CFS
Dat is net de bedoeling van een samenwerkingsakkoord.,NFS
"De regering en de eerste minister hebben het dossier echter wel van nabij gevolgd, onder meer via de Federale Participatie- en Investeringsmaatschappij, die aandelen heeft in SN Brussels Airlines en voor 25 % aandeelhouder is van de luchthaven van Brussel.",CFS
"Het wordt stilaan tijd dat het veiligheidsbeleid, ook in Brussel, centraal wordt aangestuurd.",NFS
"Mijnheer de minister, u kunt uzelf toch onmogelijk ernstig nemen.",NFS
"Mijn redenering is dat er geen authentieke verontwaardiging is bij de minister voor Gelijke Kansen op Vlaams niveau en evenmin bij de staatssecretaris voor Gelijke Kansen op federaal niveau, terwijl zowel het Strafwetboek als de antiseksismewet duidelijke bepalen dat het gaat om een vernederende behandeling van jonge vrouwen.",NFS
Binnen de Europese Unie bestaan ter zake een aantal verschillende meningen.,UFS
"In het verslag waarin er onderzocht wordt hoeveel er tegen 2060 bespaard kan worden, komt het Federaal Planbureau tot het besluit dat weinig leerkrachten er belang bij hebben hun studiejaren te regulariseren, omdat hun loopbaan vaak langer is dan 41 jaar en 3 maanden",CFS
Wellicht kunt u daar ook een voorstander van zijn.,NFS
Ik herhaal dat daarvoor een akkoord nodig is binnen de Veiligheidsraad van de Verenigde Naties.,CFS
Er zijn teksten ingediend door de meerderheid en we hebben ook een verslag van de experts.,CFS
De geëvacueerde mensen hebben toegang tot Libanon.,CFS
U vindt Victor Orbán in Hongarije maar niets,NFS
Ik vraag dat de collega's van de meerderheid blijk geven van humaniteit ten aanzien van de vluchtelingen.,NFS
"Het is niet alleen een discussie over hoe onze fiscaliteit in mekaar zit en wie daarvan de gebeneficieerden zijn, maar tegelijk ook een discussie over hoe wij fraude en ontwijking aanpakken om twee doelstellingen te realiseren.",NFS
" De verdeelsleutel zal inderdaad door het Rekenhof worden bepaald, maar al de rest, welke nood er is aan welke zorg voor de bevolking, blijft voor de Planningscommissie",CFS
Het lijkt me belangrijk om naar een collectieve benadering op basis van objectieve criteria te streven.,NFS
Het advies van het KCE bevat een lijst van te vergoeden slachtoffers.,CFS
"Ten tweede, wij moeten nu, onmiddellijk, ageren, een actieplan maken en dat uitvoeren.",NFS
"Mijnheer de eerste minister, deze week dinsdag heeft CD&V een studiedag georganiseerd over onze energievisie met als titel: “De speeltijd is voorbij.” Tijdens die studiedag zijn wij met tientallen stakeholders uit de hele energiesector in dialoog gegaan.",UFS
"Zo werkt dat in België: grendels, grendels, grendels.",NFS
Als het inlezen niet correct gebeurt dan verliezen zij ook een deel van hun inkomsten.,CFS
"Wie geen asiel in ons land wil aanvragen, moet onmiddellijk het bevel krijgen het grondgebied te verlaten.",NFS
Op het terrein zie ik alvast de eerste positieve resultaten.,NFS
"We hebben de toegang geopend tot digitaal bewijsmateriaal, we hebben de toegang tot het centraal aanspreekpunt verbreed, we installeren een mededelingsplicht voor financiële instellingen, we hebben onderzoekstermijnen verlengd en we zijn als eersten spontaan rulings beginnen uitwisselen.",CFS
"Internationaal worden zij geroemd voor hun precisie en hun deskundigheid: checken en dubbelchecken, geen collateral damage, alles erop en eraan en liever geen bommen droppen dan burgerslachtoffers riskeren.",CFS
"U hebt namens de Belgische Staat voor meer dan twee miljoen euro aandelen van BNP Paribas verkocht, zodat onze participatie daarin gedaald is tot 7,8 %",CFS
Het allerbelangrijkste is dat wij de boosdoeners responsabiliseren en ik denk dat de ultieme remedie daar vaak het rijbewijs met punten zal zijn.,NFS
"Wat betreft de onderbezetting van de spoeddiensten komt het de ziekenhuizen toe om de permanentie te organiseren, daar heb ik weinig impact op.",NFS
"Dat is de laatste hindernis, die wij moeten nemen.",NFS
"In de amendementen maken wij een uitzondering, op basis van het wederkerigheidsprincipe, voor alle ingezetenen van de Europese Unie.",CFS
"Mijnheer de voorzitter, mijnheer de minister, ik dank u voor het uitvoerig antwoord.",NFS
U mag mijn blog citeren op een aantal punten.,NFS
Er zijn verschillende redenen om zo’n standpunt in te nemen,NFS
Ik meen dat wij die precies moeten overtuigen ook beter te doen.,NFS
"Als er uit die kruisinspecties bepaalde vragen komen, zoals nu bij het bezoek van de Duitse nucleaire waakhond, dan is het nodig dat daaraan de nodige aandacht geschonken wordt.",NFS
Ik kijk uit naar het antwoord op die vraag.,NFS
"Ik meen dat dit laatste een heel belangrijk element is in de discussies van de voorbije weken, dagen, en zelfs minuten.",NFS
"Anderhalf jaar geleden werd de bijzondere commissie opgericht die zich boog over de Panama Papers en de internationale fiscale fraude, en gedurende meer dan een jaar werd in die commissie uitstekend gewerkt.",NFS
Maar ook de medische huizen moeten zo doeltreffend mogelijk met de middelen omgaan.,NFS
Dat is ook de beste garantie dat hij zijn werk goed doet.,NFS
Ik haal ook het argument aan dat de heer Van de Velde al aanbracht.,UFS
Met het voorliggend wetsontwerp en het toekomstig koninklijk besluit wordt een belangrijke stap gezet in de hervorming van de steunmechanismen voor de twee parken Norther en Rentel.,NFS
"Het gaat wel over twee specifieke centrales, maar laten we toch maar het totale nucleaire park bekijken.",NFS
"Het is daarentegen slecht nieuws voor de oppositie, zeker voor iemand die in haar hoedanigheid van toenmalig minister gedurende tien jaar heeft geprobeerd om met haar eigen mensen tot een akkoord te komen, maar daarin nooit is geslaagd",NFS
"Tot mijn verbazing is de minister thans niet aanwezig, maar naar verluidt zal minister Jambon hem vervangen.",NFS
Ik meen dat het interessant kan zijn om die techniek ook in te zetten in de strijd tegen de sociale fraude.,NFS
Ik zie ook dat tegenover dat bedrag geen enkele nieuwe maatregel staat.,CFS
"U doet er alles aan, met slecht gedesignde maatregelen, om het draagvlak voor fiscale rechtvaardigheid onderuit te halen.",NFS
"Mijnheer Vuye, ten eerste, ik zal de wet respecteren.",NFS
Het is dan ook belangrijk dat zij volledig worden uitgerust om alle informatie ook te krijgen.,NFS
België is het minst transparante land inzake zijn militaire operaties.,CFS
Mensen hebben recht op hoop en op een toekomst.,NFS
"Als het gaat over de fiscale administratie, is het dus wel juist dat het belangrijk en noodzakelijk is om te investeren in meer mensen, naast een aantal andere dingen, die u ook benoemt.",NFS
"Met andere woorden, men heeft niet geluisterd naar wat u anderhalve week geleden heeft gezegd.",NFS
Er moet een draagvlak voor zijn en de keuzes moeten worden opgenomen in een energiepact.,NFS
"Mijnheer de voorzitter, mijnheer de premier, mevrouw Onkelinx, ik hoop dat u nu eindelijk uw partij eens gaat opkuisen.",NFS
De OESO pleit ook reeds heel lang – de OESO is geen club van socialistische studiediensten maar is de studiedienst van de rijke westerse landen – om een gerichte aanpak te doen ten aanzien van die heel specifieke categorie van superrijken.,CFS
"Uit de vele hoorzittingen die wij daar gehad hebben, met minister Jambon, alsook met het FANC, bleek dat ook de grootste specialisten en meest gerenommeerde instituten uit de wereld daarbij betrokken zijn en dat het FANC zijn beslissing gebaseerd heeft op de adviezen die de specialisten naar voren hebben gebracht.",CFS
"Mijnheer de voorzitter, in het kader van de algemene bespreking geef ik meteen één toelichting bij alle amendementen die ik bij onderhavig wetsontwerp heb ingediend.",NFS
Dit zal tijd vergen en geld kosten en dat beseft CD&V ook.,NFS
Tussen 2010 en 2015 is de werkwijze van de FOD Financiën vrij drastisch veranderd.,CFS
"Gisterenmiddag, op klaarlichte dag, vlogen de dranghekken nog in het rond op het Muntplein en werden met ijzeren staven de voorruiten van wagens van toevallige passanten aan diggelen geslagen.",CFS
"Mevrouw de minister, sinds oktober moeten de thuisverpleegkundigen bij elk bezoek aan patiënten thuis de identiteitskaart van de patiënten inlezen.",CFS
"Mijnheer de eerste minister, wij rekenen daarvoor ook op u.",NFS
Ik vind dat wij een definitie moeten hebben die uitgaat van zowel de niet-coöperatieve en de laag belaste jurisdicties als van de Europese definitie.,NFS
Dat is zo afgesproken en dat blijft zo.,CFS
"Er was de schuldencrisis, er was de migratiecrisis, en er was de beslissing van het VK de Unie te verlaten.",UFS
Uit een hoorzitting van dit Parlement blijkt dat in 2012 maar liefst 628 miljoen euro aan geldboetes – zowel van de politie als correctionele straffen – niet werd geïnd.,CFS
Wij hebben aanbevelingen gemaakt op basis van het rapport van de experts.,UFS
Dit gaat veel geld kosten.,NFS
"Mijnheer de voorzitter, mijnheer de minister, collega’s, dinsdag 22 maart was een zwarte dag voor ons land.",NFS
Dat heeft niets te maken met de begrotingsregels en met het afgesproken begrotingstekort.,NFS
Ik meen dat het de wil is van het Parlement dat internationale initiatieven moeten worden genomen om – het is geen fraude – het ontwijken van belastingen fors tegen te gaan.,NFS
Ik kijk ook even naar de Brusselse regering.,NFS
"Mijnheer de minister, als het evenwicht dat u in uw antwoord gebracht hebt, met de verschillende facetten en elementen die daarin aan bod kwamen, ook terug te vinden is in die vliegwet en als u daarmee tot een resultaat komt, dan meen ik dat u een mooi resultaat kunt bereiken.",NFS
Het zit duidelijk fout bij enkele subculturen bij jongeren in onze hoofdstad.,NFS
Daarnaast hebben wij ook altijd een eerlijke verdeling beklemtoond.,NFS
De heer De Wever heeft u in de gemeenteraad van Antwerpen de cijfers gegeven.,CFS
"Zij kunnen niet blokkeren, zoals de Franstaligen dat kunnen.",CFS
In de werkgroep Politieke Vernieuwing handelt een van de debatten over ons voorstel om transparantie te creëren.,UFS
Het is nooit de kerntaak van de Staat geweest om te bankieren,CFS
Na de terreuraanslagen merken wij dat ons land voor een tweede keer is geraakt.,NFS
Over de beheersing van de uitgaven staat in het rapport: “De zorguitgaven ten laste van het RIZIV zijn gelijkwaardig in beide systemen.,CFS
"Voor het bepalen van de artsenquota voor 2023, maar ook voor de afbouw van het overtal wordt in 2023 het advies van de Planningscommissie gevolgd",CFS
Categorie 2 van de OCAD-lijst zijn mensen die onderweg zijn.,CFS
De vraag rijst natuurlijk hoe het nu staat met die garanties.,NFS
Ik wil dat wel graag weten in het kader van dit vragenuurtje.,NFS
Wij zullen daartoe ook op het juiste moment bijkomende initiatieven nemen.,NFS
” Ik heb toen gezegd dat ik u daarover zou blijven aanspreken.,NFS
"Ook op dat vlak moeten wij zorgen voor de juiste wettelijke omkadering inzake bewaartermijnen, finaliteit en toegangsmodaliteiten.",NFS
"Ten derde, de preclosure letter wordt aan de beklagers bezorgd.",UFS
"Toen de Gemeenschappen bevoegd werden voor de goedkeuring van de stageplannen, was er een nieuw controle- en opvolgingsmechanisme op federaal niveau nodig",CFS
In 2014 hebben we als enigen tegengestemd omdat dergelijke militaire interventies tot chaos en nieuwe interventies leiden.,UFS
"Wij gaan zeer ver in het opheffen van het bankgeheim, met het bankonderzoek naar voren te kunnen brengen.",NFS
U bespaart 20 miljoen euro ten koste van de jongeren.,CFS
"Ik zal hierover minister Peeters nog bevragen, want deze problematiek treft onze hele economie.",NFS
De werkgever betaalt werkgeversbijdragen aan 25 % en de werknemer bouwt sociale rechten op.,CFS
Dan bent u er als de kippen bij om mensen met de vinger te wijzen en schuldigen aan te duiden.,NFS
Ik weet niet of dit hier een grap is.,NFS
Dergelijke toestanden van straffeloosheid door procedureslagen willen wij niet meer.,NFS
Het is ook heel belangrijk - ik heb het al een paar keren de voorzitter ingefluisterd - dat de mensen die zich hebben geëngageerd in de commissie Panama Papers of in een opvolgings- of een onderzoekscommissie de vinger aan de pols kunnen houden wat de concrete inhoud van de teksten van die dubbelbelastingverdragen betreft.,NFS
Voor het begrotingsjaar 2015 heeft de inkohiering vertraging opgelopen omdat we de berekeningsprogramma's als gevolg van de zesde staatshervorming moesten aanpassen.,CFS
"In hoofdstuk II waar het gaat over de antiwiswasreglementering, staat onder meer het verbod op cashbetalingen.",UFS
"Zij zetten zich elke dag in, dag in dag uit, zonder daar een euro voor te krijgen.",NFS
Onze deelname aan een militaire coalitie in Irak werd uitgebreid met een missie met onze F-16's in Syrië.,CFS
"Het gaat alleen nog, mijnheer Calvo, over fraude.",NFS
Dat is wat wij met de communicatie over de Panama Papers hebben meegemaakt.,NFS
Vanaf juli wordt het ernstig en gaat u nog verder.,NFS
Wij houden er dus rekening mee dat zij richting Zeebrugge of richting andere havens aan de Belgische kust kunnen gaan.,CFS
Dit alles zal ter tafel liggen bij de Europese Raad.,NFS
Gezag moet men soms kunnen afdwingen.,NFS
Hoofdstuk 2 is gewijd aan de antiwitwaswetgeving.,UFS
Er volgde ook snel een berichtgeving op De Tijd,CFS
"Collega Calvo, bespaar mij dus uw selectieve verontwaardiging.",NFS
Het zou goed zijn dat er zo snel mogelijk een signaal komt dat dit niet betekent dat iedereen vrijuit gaat als hij of zij geflitst wordt.,NFS
De doelstellingen van dit wetsontwerp zijn goed en komen te gelegener tijd.,NFS
Uw antwoord was een beetje flou.,NFS
"Mijnheer de premier, de federale overheid geeft al jarenlang extra subsidies om voor extra winteropvang te zorgen, ten bedrage van jaarlijks 1,4 miljoen euro.",CFS
"Al deze IS-strijders die door het krimpen van het grondgebied van het kalifaat in Irak en Syrië hun land zullen verlaten en hierheen zullen komen, zullen dat doen via de internationale migratiestroom, via de weg van de illegaliteit en zelfs via de weg van de legale migratie.",NFS
Dat is de vraag van onze fractie.,UFS
Toen kreeg ik via Belgocontrol het antwoord dat er niets aan de hand was en dat er geen enkel probleem was.,CFS
"Er werden knopen doorgehakt, aangezien we de dotatieverdeling aan de NMBS en aan Infrabel hebben meegedeeld.",UFS
"Ten tweede, is er de kaaimantaks waarmee we eindelijk over een instrument beschikken om constructies in belastingparadijzen op te snorren.",CFS
Ik vraag u om daar toch even bij stil te staan.,NFS
Vóór de indiening van dit wetsontwerp in het Parlement kondigden de minister en de MR aan dat de hervorming elk gezin 55 euro zou opleveren.,CFS
"Mevrouw de minister, de erkenning van de medische huizen wordt on hold gezet en er wordt 7 miljoen bespaard op de rug van de meest kwetsbaren van onze samenleving.",CFS
De oprichting van het Federaal Agentschap van de Schuld zal het aanschijn van de instellingen drastisch veranderen.,NFS
Ik wil de hand reiken naar de Parti socialiste.,NFS
Vandaag hebt u samen met de rest van de regering blijkbaar beslist dat dit allemaal flauwekul was.,NFS
U past dus eigenlijk een wet toe die u mee hebt goedgekeurd.,CFS
Minister Vandeput zei op 31 mei dat een privépartner zal worden aangezocht voor de renovatie en de exploitatie van het KLM.,CFS
"Ik herinner mij de bevlogen woorden van de procureur-generaal van Brussel, toen hij moest komen getuigen in uw onderzoekscommissie.",NFS
"Misschien kunnen sommigen inspiratie ter zake vinden bij de aanpak in Antwerpen, Aalst of Sint-Niklaas.",NFS
"Misschien moeten wij erover nadenken om in de nabije toekomst ook met een beveiligde webtoepassing en met een versleuteling, bijvoorbeeld met de elektronische identiteitskaart, bepaalde stemverrichtingen te laten gebeuren.",NFS
"Omdat betrokkene echter nooit in België heeft verbleven, is de enige band deze van een eventuele vroegere echtgenoot of partner.",CFS
De regeringen in België hebben al jaren besloten dat de lonen problematisch hoog zijn.,NFS
Hopelijk zien wij dat ook heel sterk in de financiële return in de komende jaren en dan zullen wij zien dat men niet zomaar met een schermvennootschap of met een trust bepaalde zaken kan omzeilen.,NFS
"Tegelijkertijd is het ook een belangrijke werkgelegenheidspool voor Brussel, Wallonië en Vlaanderen, zeker als men weet dat zowat 3000 personen vanuit Brussel, zowat 2400 personen vanuit Wallonië en de overigen vanuit Vlaanderen en andere regio’s naar de luchthaven komen werken.",CFS
Dat is waar het mij om te doen is.,NFS
"Die rechter zou een rechter van het onderzoek worden, die moet toezien op de vorderingen van het onderzoek en de volledigheid en evenwichtigheid ervan.",CFS
U zegt dat er een moratorium is voor de uitvoering van de wet.,CFS
"Nultolerantie, arrestatieteams op het terrein, VIP-politie — Very Irritating Police, voor alle duidelijkheid —, FASTteams, hoe men ze vandaag ook wil noemen, deze eenheden bestaan en wij vragen om ze absoluut in te zetten.",NFS
De eurocommissaris voor Veiligheid vreest voor een toestroom van jihadisten naar Europa als gevolg van het lopende militaire offensief.,CFS
"Dit gedrag van een groepje heethoofden mag en kan niet worden getolereerd en verdient een harde aanpak, zowel van Justitie als politie.",NFS
U herhaalt woord voor woord wat u in november 2015 gezegd heeft.,UFS
"Naar aanleiding van mijn vorige vraag over de erkenning van de psychomotorische therapie deelde u mij mee dat de Nationale Raad voor de paramedische beroepen (NRPB) in 2013 een negatief advies had uitgebracht, waarin stond dat de door de psychomotorisch therapeuten uitgevoerde handelingen tot het domein van andere specialisaties behoren.",CFS
"De prijs, 62,40 euro, lag op dat moment eveneens vast",CFS
Bij ons is het Tom Vandenkendelaere die in het Europees Parlement zit.,UFS
"Wat betreft de effectentaks, zegt men hetzelfde als eind juli.",NFS
"Er waren twee rapporten van het Monitoringcomité aangekondigd, een eerste rapport in principe op 6 juli en een volledig rapport op 13 juli.",UFS
"In februari werden veel van de tentenkampen in Calais ontruimd, maar ondertussen zijn er alweer een aantal bijgekomen.",CFS
"Het is voor iedereen duidelijk dat dit bedrag Europatechnisch niet anders kan worden aangewend dan voor de vermindering van de staatsschuld, maar de verbeterde positie van ons land, zowel budgettair als wat de staatsschuld betreft, zal aanleiding geven tot gesprekken en tot een verbeterd klimaat in de discussie over het al dan niet opnemen in de begrotingen van de grote investeringen waarvoor zowel het federale niveau als de Gewesten en de Gemeenschappen in dit land staan",NFS
Met mijn vrienden van de liberale fractie moet worden gewerkt aan een nieuw programma voor Europa.,NFS
"U hebt daarop gereageerd, zoals we van u hadden verwacht, maar vreemd genoeg was uw minister blijkbaar niet op de hoogte van uw engagement om onze broeikasgasemmissies overeenkomstig de akkoorden van Parijs te verminderen.",NFS
