sentence_id,content,ID,S_ID,POS_CC,POS_CD,POS_DT,POS_EX,POS_FW,POS_IN,POS_JJ,POS_JJR,POS_JJS,POS_LS,POS_MD,POS_NN,POS_NNS,POS_NNP,POS_NNPS,POS_PDT,POS_POS,POS_PRP,POS_PRP$,POS_RB,POS_RBR,POS_RBS,POS_RP,POS_SYM,POS_TO,POS_UH,POS_VB,POS_VBZ,POS_VBP,POS_VBD,POS_VBN,POS_VBG,POS_WDT,POS_WP,POS_WP$,POS_WRB,POS_COMMA,POS_COLON,POS_lBRACKET,POS_rBRACKET,POS_POINT,LENGTH,OBJ,SENT,CON_SPEAKER,category
3968,Het is vijf voor twaalf.,1206,3968,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0000000000,0.000000000,NULL,NFS
3495,De situatie in Brussel is dramatisch.,1118,3495,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0.5666666667,-0.366666667,NULL,NFS
4131,De aanbevelingen strekken niet zover dat de Nationale Bank een fiscale controlebevoegdheid verkrijgt.,1235,4131,1,0,3,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0.0000000000,0.000000000,NULL,CFS
3595,"Een andere uitloper van dat debat waren de kruisinspecties, die wij met onze buurlanden afgesproken hebben.",1140,3595,0,0,2,0,0,1,0,0,0,0,2,2,2,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,18,0.1000000000,0.000000000,NULL,NFS
3525,"Uiteraard roept dat een aantal vragen op, mijnheer de minister.",1128,3525,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0.0000000000,0.000000000,NULL,NFS
2789,Er moet totale transparantie komen in de structuren in Brussel.,966,2789,0,0,1,0,0,2,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0.4000000000,0.100000000,NULL,NFS
4243,"Dat is de enige breuk, op dat moment zijn onze wegen gescheiden.",1257,4243,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,14,0.8000000000,0.550000000,NULL,NFS
2634,"Mijnheer de eerste minister, bedankt voor uw bijna identieke antwoord als vorige week.",932,2634,0,1,1,0,0,1,2,0,0,0,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,15,0.0500000000,0.000000000,NULL,NFS
3628,Het FANC heeft geoordeeld dat Doel 3 en Tihange 2 opnieuw geopend konden worden.,1146,3628,2,2,1,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,15,0.0000000000,0.000000000,NULL,CFS
3203,Dan is er nog de belastingdruk.,1058,3203,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0.0000000000,0.000000000,NULL,NFS
3445,In verband met de 38-urenweek vind ik dat de waarheid onrecht wordt aangedaan.,1109,3445,1,0,2,0,0,2,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,14,0.0000000000,0.000000000,NULL,NFS
2459,"Het Zwitserse systeem, bijvoorbeeld, lijkt ons adequaat.",892,2459,1,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,10,0.7000000000,0.500000000,NULL,NFS
3952,"Catalonië, dat zijn wij niet, dat is de EU.",1204,3952,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,12,0.0000000000,0.000000000,NULL,NFS
3933,"Mevrouw Kitir, we investeren acht miljoen euro voor veiligheid en preventieplannen in Brussel.",1201,3933,1,2,0,0,0,2,0,0,0,0,0,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0.0000000000,0.000000000,NULL,CFS
2809,Dat is geen overbodige luxe in een stad als Brussel waar het aantal daklozen jaar na jaar toeneemt.,968,2809,1,0,2,0,0,2,2,0,0,0,1,4,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.7000000000,-0.050000000,NULL,CFS
3901,"Onze burgers moeten erop kunnen vertrouwen dat de overheid deze essentiële taak, het garanderen van de veiligheid, uitvoert.",1196,3901,1,0,3,0,0,1,1,0,0,0,2,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,21,0.0000000000,0.000000000,NULL,NFS
3173,"U mocht er niet bij zijn toen het over uw bevoegdheid ging in juli, u mag er vandaag niet bij zijn.",1049,3173,1,0,1,0,0,2,0,0,0,0,4,1,2,1,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,23,0.0000000000,0.000000000,NULL,NFS
3431,De mensen vragen zich af wanneer u het geld gaat halen bij de grote fraudeurs en de grote vermogens die in ons land de fiscus ontwijken om geen belasting te moeten betalen.,1104,3431,3,0,4,0,0,2,2,0,0,0,1,4,3,0,0,0,0,5,1,0,0,0,1,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,33,0.7000000000,0.366666667,NULL,NFS
3729,"Mijnheer de minister, het samenwerkingsverdrag dat hier vandaag ter goedkeuring voorligt, is bijzonder belangrijk in het kader van onder andere informatieuitwisseling, terreurbestrijding en terrorismedossiers.",1160,3729,2,0,3,0,0,3,3,0,0,0,1,6,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,28,0.5500000000,0.245000000,NULL,NFS
3296,"Eerst en vooral, mijnheer de staatssecretaris, het project waarover wij gisteren konden lezen beperkt zich tot de Antwerpse context.",1081,3296,1,0,3,0,0,1,0,1,0,0,1,4,0,1,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,22,0.7000000000,-0.400000000,NULL,UFS
2582,"Zij zou onderhandelen met Europa om de doelstellingen die wij moeten bereiken in het kader van Parijs, te verlagen.",919,2582,1,0,2,0,0,3,0,0,0,0,2,1,1,2,0,0,0,3,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,21,0.0000000000,0.000000000,NULL,NFS
2961,"A rato van het aantal aanslagen waarmee wij momenteel in Europa worden geconfronteerd, kunnen wij moeilijk van een overwinning spreken, wel integendeel.",1008,2961,1,0,2,0,0,4,2,0,0,0,2,4,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,25,1.0000000000,-0.400000000,NULL,NFS
3980,Tot nu toe zijn wij in het Parlement ietwat op onze honger gebleven in de discussies over de kernuitstap en het energiepact.,1208,3980,1,0,3,0,0,6,0,0,0,0,1,3,1,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0.0000000000,0.000000000,NULL,NFS
4090,Uiteraard duiken pas dan de problemen met het gebruik op.,1228,4090,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0.0000000000,0.000000000,NULL,NFS
2793,"Wij zullen dat blijven doen in dossiers als deze, want dit is de enige manier om het vertrouwen in de politiek te herstellen: blijven gaan tot alle mistoestanden bekend zijn.",967,2793,3,0,3,0,0,3,2,0,0,0,5,2,2,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,33,0.6666666667,0.300000000,NULL,NFS
4073,Vandaag zien wij dat er op het terrein heel veel problemen zijn.,1223,4073,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0.5666666667,0.133333333,NULL,NFS
3080,"Mijnheer de minister, ik ben blij te horen – mijn collega sprak van extra mensen in Antwerpen – dat u middelen en manschappen vrijmaakt voor WestVlaanderen.",1026,3080,1,0,1,0,0,3,3,0,0,0,1,5,4,1,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28,0.7750000000,0.475000000,NULL,NFS
3365,Voor mij blijven er drie elementen belangrijk om een oplossing voor dat dossier te vinden en ik zal die nog eens herhalen.,1092,3365,2,1,1,0,0,1,1,0,0,0,2,2,2,0,0,0,0,4,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0.6250000000,0.225000000,NULL,NFS
4587,"Maar ik begrijp dat de meldingsplichtigen, en dan vooral de banken een houvast willen omdat zij zo sneller de individuele risicoanalyse kunnen uitvoeren.",1313,4587,4,0,4,0,0,0,3,1,0,0,2,1,1,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,25,0.0000000000,0.000000000,NULL,NFS
3277,Concluderend verklaarde de Europees commissaris voor Voedselveiligheid Andriukaitis open te staan voor die evaluatie.,1075,3277,0,0,1,0,0,2,1,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15,0.4666666667,0.200000000,NULL,CFS
4155,"Fiscale fraude bestrijdt men niet door sectoren – wij hebben de twee voorbeelden aangehaald in de commissie, namelijk diamant en tweedehandsvoertuigen – uit ons land of zelfs uit Europa te verdrijven omdat zij geen toegang meer krijgen tot het financiële systeem.",1239,4155,4,1,3,0,0,5,3,0,0,0,1,6,2,2,0,0,0,4,1,3,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,1,43,0.0000000000,0.000000000,NULL,NFS
3152,"U weet dat ik ten persoonlijke titel al vele jaren pleit voor een gezamenlijke kieskring, niet alleen op Europees vlak, maar ook in België.",1043,3152,3,1,1,0,0,4,2,0,0,0,0,4,1,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,27,0.2333333333,0.000000000,NULL,NFS
2816,"De eerste minister heeft het gezegd, de transparantie zal er komen in het Parlement.",971,2816,0,1,4,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,16,0.0000000000,0.000000000,NULL,CFS
2954,In een rechtsstaat is het echter aan de rechter om te oordelen.,1006,2954,1,0,2,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0.0000000000,0.000000000,NULL,UFS
2736,Ook het federale niveau subsidieert Samusocial: verscheidene federale instellingen verstrekken rechtstreeks of onrechtstreeks subsidies.,954,2736,1,0,1,0,0,0,3,0,0,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0.4000000000,0.400000000,NULL,CFS
3862,"Inderdaad, de individuele politieman treft geen schuld.",1185,3862,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0.0000000000,0.000000000,NULL,NFS
3800,"Moeilijke situaties thuis, op school of eender waar zijn nooit een vrijgeleide voor dergelijk gedrag ten aanzien van politiemensen, handelaars en iedereen die zich in een normale samenleving correct probeert te gedragen.",1169,3800,2,0,2,0,0,4,3,0,0,0,1,6,3,0,0,0,0,5,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,35,0.6200000000,0.070000000,NULL,NFS
4567,"We hebben moeten vaststellen dat – dat was de frustratie van de commissie – hoewel de banden tussen het hoofdkantoor en de filialen vennootschapsmatig zeer nauw zijn, er vaak werd gezegd: wij weten daar niets van, het was een ander management, het was voor onze periode.",1311,4567,3,0,8,0,0,3,2,0,0,0,7,7,2,0,0,0,0,5,1,4,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,2,51,0.2700000000,0.000000000,NULL,NFS
4214,"Nogmaals, ik laat in het midden wie daar juist en fout in is, maar dat was op basis van een aantal themata die u gewoon niet in het rapport wou zien.",1250,4214,3,0,2,0,0,5,3,0,0,0,4,4,0,1,0,0,0,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,34,0.6333333333,-0.266666667,NULL,NFS
3633,"Ik weet dat ik mijn vraag in principe ook aan de minister van Mobiliteit had kunnen stellen, maar ik gun de nieuwe mobiliteitsminister zijn wittebroodsweken.",1147,3633,2,0,2,0,0,3,2,0,0,0,1,4,1,1,0,0,0,3,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,27,0.4500000000,0.150000000,NULL,NFS
4501,"Er zal extra personeel worden ingezet, met de bijzondere situatie in Brussel.",1298,4501,0,0,1,0,0,2,2,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,14,0.7750000000,0.500000000,NULL,CFS
4202,"Mijnheer de voorzitter, ik vind dat het minachten van het werk van de experts.",1246,4202,1,0,4,0,0,2,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16,0.0000000000,0.000000000,NULL,NFS
2621,"Kortom, wij zijn ambitieus, wij zijn coherent en wij zullen er alles aan doen om onze doelstellingen te halen.",931,2621,2,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,4,1,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,22,0.8500000000,0.650000000,NULL,NFS
3867,Dat wordt u niet gevraagd.,1186,3867,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0.0000000000,0.000000000,NULL,NFS
4686,De fiscaliteit zal overigens voor een stuk nog complexer worden.,1328,4686,0,0,2,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0.0000000000,0.000000000,NULL,NFS
3442,"Ik heb heel wat mails en tweets gekregen en ik hoop dat dit bij dezen nog eens in alle duidelijkheid wordt gesitueerd, zodat iedereen weet wat ik daarmee heb willen zeggen.",1107,3442,4,0,0,0,0,2,0,0,0,0,4,1,3,0,0,0,0,8,0,4,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,1,33,0.4833333333,0.116666667,NULL,NFS
4238,"Dit rapport omvat alle elementen die in de Panamacommissie aan bod gekomen zijn, omdat wij wilden dat alle elementen in dit Parlement konden worden besproken.",1255,4238,2,0,1,0,0,2,0,0,0,0,4,2,2,2,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,27,0.0000000000,0.000000000,NULL,NFS
3897,"Wat de mensen verwachten van de overheid en van de politiek, is dat een probleem wordt aangepakt.",1195,3897,2,0,4,0,0,2,0,0,0,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,19,0.4000000000,0.000000000,NULL,NFS
2439,"Dat is een evolutie die ik niet graag zie gebeuren, dus wat die aanhechtingscriteria betreft, volg ik mijn voorganger.",889,2439,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,6,1,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,1,22,0.0000000000,0.000000000,NULL,NFS
4638,Daarom is het zo belangrijk dat wij de term belastingsparadijs invullen en uniformeren.,1322,4638,2,0,1,0,0,0,1,0,0,0,1,1,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0.8500000000,0.350000000,NULL,NFS
3425,Voor de extra uren zullen ze geen overuren meer betaald krijgen.,1103,3425,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0.6000000000,0.400000000,NULL,CFS
4715,Ik meen echter dat wij op heel wat vlakken niet zo erg veel verschillen van visie wat betreft de concrete implicatie en praktische uitwerking van deze aanbeveling.,1330,4715,2,1,1,0,0,2,3,0,0,0,0,5,2,0,0,0,0,5,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,28,0.6541666667,0.108333333,NULL,NFS
2617,Het eerste is de mobiliteit.,929,2617,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0000000000,0.000000000,NULL,NFS
3487,Comeos schat dat de economie ten gevolge van de terreuraanslagen tegenover vorig jaar tot een vijfde is teruggevallen.,1115,3487,1,1,3,0,0,4,1,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,19,0.0500000000,0.000000000,NULL,CFS
3714,Dat is meer dan een brug te ver.,1158,3714,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0.4333333333,0.066666667,NULL,NFS
3305,"Op het moment dat ik las dat er in Antwerpen een nieuw cameranetwerk werd uitgerold rond de haven, wat belangrijk is om de veiligheid van de Antwerpse haven te kunnen garanderen, meende ik dat het nuttig was om te kijken hoe die gegevens kunnen worden gekoppeld.",1082,3305,5,0,6,0,0,4,1,0,0,0,6,7,1,2,0,0,0,4,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,1,49,0.7333333333,0.366666667,NULL,NFS
3480,De menselijke gevolgen waren immens.,1114,3480,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.6750000000,0.200000000,NULL,NFS
3347,Wij kunnen niet wachten tot de uitbreiding in het Parlement wordt behandeld.,1088,3347,0,0,2,0,0,2,0,0,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,0.0000000000,0.000000000,NULL,NFS
3517,"Wij hebben daar allemaal een taak in, niet alleen de ministers en de regering.",1125,3517,2,0,4,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0.0000000000,0.000000000,NULL,NFS
3225,"Als het gaat over fiscale rechtvaardigheid, dan trekken zij de handrem op, dan is het minder, minder en minder.",1063,3225,2,3,2,0,0,1,1,0,0,0,1,2,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,23,0.0000000000,0.000000000,NULL,NFS
3551,"Mijnheer de minister, ik dank u voor de positieve elementen in uw antwoord.",1131,3551,0,0,2,0,0,2,1,0,0,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,15,0.4000000000,0.300000000,NULL,NFS
3114,"Telkenmale wanneer er nationale verkiezingen zijn, kijken wij er belangstellend naar uit of, laten wij maar eerlijk zijn, de democratische partijen kunnen standhouden.",1032,3114,3,0,1,0,0,0,3,0,0,0,4,0,2,0,0,0,0,2,0,3,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,1,27,0.6000000000,0.000000000,NULL,NFS
4471,"Er is 10 miljoen euro opgehaald, wat ongeveer zes keer het bedrag is dat naar aanleiding van de Panama Papers in Nederland is opgehaald.",1294,4471,0,3,2,0,0,3,0,0,0,0,3,4,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,26,0.9000000000,-0.650000000,NULL,CFS
3818,"Mijnheer de minister, wij zullen niet toelaten dat onze hoofdstad een hellhole wordt.",1174,3818,1,0,2,0,0,0,1,0,0,0,1,3,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,15,0.0000000000,0.000000000,NULL,NFS
3197,"Wat u te vieren had weet ik niet, want van het Zomerakkoord merk ik niets; ik zie alleen herfstgekibbel.",1055,3197,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,6,0,2,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,1,22,0.0000000000,0.000000000,NULL,NFS
4560,"Dit is een zaak van vele departementen, die multidisciplinariteit vraagt.",1310,4560,0,1,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,12,0.0000000000,0.000000000,NULL,NFS
4087,"Mevrouw de minister, bedankt voor uw antwoord.",1227,4087,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,9,0.0000000000,0.000000000,NULL,NFS
3588,Ik zal u nog een argument erbij geven.,1138,3588,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0.0000000000,0.000000000,NULL,NFS
3434,Ik ben bezorgd over die solidariteit.,1105,3434,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0.8000000000,-0.100000000,NULL,NFS
3510,"Wij hebben al heel wat meldingen gekregen, namelijk in totaal 2700 meldingen van overmacht vanwege 1020 verschillende werkgevers.",1121,3510,1,2,0,0,0,3,1,0,0,0,0,1,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,20,0.3888888889,0.077777778,NULL,CFS
2942,Er is de categorie van zij die werden tegengehouden en een mislukte poging hebben gedaan om naar Syrië te gaan.,1002,2942,2,0,2,0,0,2,0,0,0,0,3,2,1,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,21,0.9000000000,-0.650000000,NULL,UFS
3621,"Met andere woorden, wij moeten de kerncentrales niet sluiten.",1145,3621,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0.1000000000,0.000000000,NULL,NFS
2889,In die zin wil ik graag u mening daarover horen.,987,2889,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0.0000000000,0.000000000,NULL,NFS
3046,U zult te gepasten tijde tekst en uitleg geven bij het Stroomplan.,1021,3046,1,0,1,0,0,1,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0.0000000000,0.000000000,NULL,NFS
3847,"Zijn actie om de gemoederen te bedaren, had een averechts effect.",1181,3847,1,0,2,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,0.5000000000,-0.400000000,NULL,NFS
3796,Maar ons antwoord doet er niet toe.,1168,3796,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0000000000,0.000000000,NULL,NFS
4208,"Als u zoiets zegt, kunt u niet anders verwachten dan dat wij vertellen hoe het in de realiteit is gegaan.",1247,4208,2,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,22,0.8000000000,0.000000000,NULL,NFS
3753,"Mijnheer de voorzitter, mijnheer de minister, een trein uit Walibi werd geterroriseerd door allochtone relschoppers; er waren aanvallen tegen bussen van De Lijn in Anderlecht en Molenbeek; in een straat in Anderlecht gingen Syriërs en allochtone buurtbewoners massaal op de vuist; in een straat in het centrum van Brussel werden zaterdagnacht, na afloop van een voetbalmatch van de Marokkaanse nationale ploeg, Vlaamse winkels geplunderd en vernield, werd er brand gesticht en slag geleverd met onze politiemensen en met brandweerlui.",1164,3753,5,0,10,0,0,16,3,0,0,0,4,16,6,9,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,8,0,0,0,1,88,0.2750000000,0.100000000,NULL,CFS
986,Ik wil nog een andere maatregel in herinnering brengen.,1413,986,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.1000000000,0.000000000,NULL,NFS
2407,Belgen buiten de EU konden dat twintig jaar later nog altijd niet.,1590,2407,2,1,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0.1000000000,0.000000000,NULL,CFS
3059,"Een van die kerntaken is zeker en vast ervoor te zorgen dat de vluchtelingen die naar Engeland willen gaan, en die op parkings in vrachtwagens klimmen, kunnen worden opgepakt.",1671,3059,3,0,2,0,0,4,2,0,0,0,4,0,6,1,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,32,0.5333333333,-0.325000000,NULL,NFS
3155,Ik vind het de opdracht van de Vlaamse minister en de federale staatssecretaris voor Gelijke Kansen om daartegen op te treden.,1686,3155,2,0,4,0,0,2,1,0,0,0,0,3,0,3,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22,0.2000000000,0.050000000,NULL,NFS
2124,Net zoals mijn collega's betreur ik uw beslissing om het beroep van psychomotorisch therapeut niet te erkennen.,1560,2124,2,0,1,0,0,1,2,0,0,0,0,2,1,0,0,0,0,1,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18,0.8500000000,0.550000000,NULL,NFS
1941,Iedereen is beducht voor bewegingen vanuit Syrië of Irak naar onze regio.,1533,1941,1,0,0,0,0,3,0,0,0,0,1,1,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0.9000000000,-0.650000000,NULL,NFS
