sentence_id,content,ID,S_ID,LENGTH,POL,SUBJ,LEMMA_SENT,POS_SENT,LEMMA_POS,category
3375,Wij doen er alles aan om dat te realiseren.,1583,3375,10,0.0000000000,0.000000000,wij doen er alles aan om dat te realiseren .,PRP VBP RB PRP RP CC PRP TO VB .,wij_PRP doen_VBP er_RB alles_PRP aan_RP om_CC dat_PRP te_TO realiseren_VB ._.,NFS
2922,"Dat is slecht voor de reputatie van ons land, dat naar aanleiding van verschillende andere aanslagen, herinner u Parijs, onze eigen luchthaven van Brussel, enzovoort, reeds internationaal geboekstaaft staat als de draaischijf van het internationaal terrorisme en zeker van Islamitische Staat, van het radicaal islamitisch terrorisme.",1404,2922,53,-0.1500000000,0.419000000,"dat zijn slecht voor de reputatie van ons land , dat naar aanleiding van verschillende andere aanslaag , herinneren u parijs , onze eigen luchthaven van brussel , enzovoort , reeds internationaal geboekstaaft staan als de draaischijf van het internationaal terrorisme en zeker van islamitische staan , van het radicaal islamitisch terrorisme .","PRP MD JJ IN DT NN IN PRP$ NN , PRP IN NN IN PRP PRP NNS , VBP PRP NNP , PRP PRP NN IN NNP , CC , CC JJ NN VBZ CC DT NN IN DT JJ NN CC JJ IN NNP VBZ , IN DT NN NN NN .","dat_PRP zijn_MD slecht_JJ voor_IN de_DT reputatie_NN van_IN ons_PRP$ land_NN ,_, dat_PRP naar_IN aanleiding_NN van_IN verschillende_PRP andere_PRP aanslaag_NNS ,_, herinneren_VBP u_PRP parijs_NNP ,_, onze_PRP eigen_PRP luchthaven_NN van_IN brussel_NNP ,_, enzovoort_CC ,_, reeds_CC internationaal_JJ geboekstaaft_NN staan_VBZ als_CC de_DT draaischijf_NN van_IN het_DT internationaal_JJ terrorisme_NN en_CC zeker_JJ van_IN islamitische_NNP staan_VBZ ,_, van_IN het_DT radicaal_NN islamitisch_NN terrorisme_NN ._.",NFS
3604,Een Duitse minister zegt dat de nucleaire veiligheid in België niet voldoet en vraagt na het inkijken van de rapporten om de reactoren stil te leggen.,1673,3604,27,-0.0667000000,0.466700000,een duits minister zeggen dat de nucleair veiligheid in belgië niet voldoet en vragen na het inkijken van de rapport om de reactor stil te leggen .,DT JJ NN VBZ CC DT JJ NN IN NNP RB JJ CC VBP IN DT VB IN DT NNS CC DT NNS JJ TO VB .,een_DT duits_JJ minister_NN zeggen_VBZ dat_CC de_DT nucleair_JJ veiligheid_NN in_IN belgië_NNP niet_RB voldoet_JJ en_CC vragen_VBP na_IN het_DT inkijken_VB van_IN de_DT rapport_NNS om_CC de_DT reactor_NNS stil_JJ te_TO leggen_VB ._.,CFS
2978,Het belang van het dossier werd gisteren nogmaals aangetoond tijdens het actuadebat in het Vlaams Parlement.,1427,2978,17,0.0000000000,0.000000000,het belang van het dossier worden gisteren nogmaal aantonen tijdens het actuadebat in het vlaams parlement .,DT NN IN DT NN MD RB NNS VBN IN DT NN IN DT NNP NNP .,het_DT belang_NN van_IN het_DT dossier_NN worden_MD gisteren_RB nogmaal_NNS aantonen_VBN tijdens_IN het_DT actuadebat_NN in_IN het_DT vlaams_NNP parlement_NNP ._.,NFS
3776,"Er rijzen veel vragen, mijnheer de minister.",1735,3776,9,0.0000000000,0.000000000,"er rijzen veel vragen , mijnheer de minister .","RB VBP CD VB , NN DT NN .","er_RB rijzen_VBP veel_CD vragen_VB ,_, mijnheer_NN de_DT minister_NN ._.",NFS
3928,"Respect moet men kunnen afdwingen, pas dan kan men terug naar een veilige samenleving.",1797,3928,16,-0.1250000000,0.750000000,"respect moeten men kunnen afdwingen , pas dan kunnen men terug naar een veilig samenleving .","NN MD PRP MD VB , CC RB MD PRP RB IN DT JJ NN .","respect_NN moeten_MD men_PRP kunnen_MD afdwingen_VB ,_, pas_CC dan_RB kunnen_MD men_PRP terug_RB naar_IN een_DT veilig_JJ samenleving_NN ._.",NFS
3121,Die discussie toont aan dat wij daar echt nood aan hebben.,1482,3121,12,0.2000000000,0.400000000,die discussie tonen aan dat wij daar echt nood aan hebben .,PRP NN VBZ RP CC PRP RB JJ NN IN MD .,die_PRP discussie_NN tonen_VBZ aan_RP dat_CC wij_PRP daar_RB echt_JJ nood_NN aan_IN hebben_MD ._.,NFS
3842,De verontwaardiging hierover wordt dan ook zeer breed gedragen.,1761,3842,10,-0.1100000000,0.440000000,de verontwaardiging hierover worden dan ook zeer breed gedragen .,DT NN RB MD RB RB RB JJ VBN .,de_DT verontwaardiging_NN hierover_RB worden_MD dan_RB ook_RB zeer_RB breed_JJ gedragen_VBN ._.,NFS
3130,Ik heb toen hetzelfde idee geopperd om tot echte hervormingen te komen.,1487,3130,13,0.1000000000,0.350000000,ik hebben toen hetzelfde idee opperen om tot echt hervorming te komen .,PRP MD CC PRP NN VBN CC IN JJ NNS TO VB .,ik_PRP hebben_MD toen_CC hetzelfde_PRP idee_NN opperen_VBN om_CC tot_IN echt_JJ hervorming_NNS te_TO komen_VB ._.,NFS
3717,Daarenboven is er in al die jaren nooit één incident geweest.,1715,3717,12,0.0000000000,0.000000000,daarenboven zijn er in al die jaar nooit één incident wezen .,NNP MD RB IN PRP PRP NNS RB NN NN MD .,daarenboven_NNP zijn_MD er_RB in_IN al_PRP die_PRP jaar_NNS nooit_RB één_NN incident_NN wezen_MD ._.,CFS
3936,"Mijnheer Bracke, misschien moet u na de oproep van zondag actie ondernemen en dit door het Comité P laten doorlichten, niet om mensen met de vinger te wijzen, maar wel om te lessen te trekken voor de toekomst.",1800,3936,42,0.0000000000,0.000000000,"mijnheer bracke , misschien moeten u na de oproep van zondag actie ondernemen en dit door het comité p laten doorlichten , niet om mens met de vinger te wijzen , maar wel om te les te trekken voor de toekomst .","NN NNP , CC MD PRP IN DT NN IN NNP NN VB CC PRP IN DT NNP NNP MD VB , CC IN NNS IN DT NN TO VB , CC RB CC TO NNS TO VB IN DT NN .","mijnheer_NN bracke_NNP ,_, misschien_CC moeten_MD u_PRP na_IN de_DT oproep_NN van_IN zondag_NNP actie_NN ondernemen_VB en_CC dit_PRP door_IN het_DT comité_NNP p_NNP laten_MD doorlichten_VB ,_, niet_CC om_IN mens_NNS met_IN de_DT vinger_NN te_TO wijzen_VB ,_, maar_CC wel_RB om_CC te_TO les_NNS te_TO trekken_VB voor_IN de_DT toekomst_NN ._.",NFS
3262,Het betreft immers een gevaarlijk precedent in het voordeel van de herverkaveling van de Europese interne markt.,1544,3262,18,-0.6000000000,0.900000000,het betreffen immers een gevaarlijk precedent in het voordeel van de herverkaveling van de europees intern markt .,PRP VBZ RB DT JJ NN IN DT NN IN DT NN IN DT JJ JJ NN .,het_PRP betreffen_VBZ immers_RB een_DT gevaarlijk_JJ precedent_NN in_IN het_DT voordeel_NN van_IN de_DT herverkaveling_NN van_IN de_DT europees_JJ intern_JJ markt_NN ._.,NFS
3940,"Mijnheer de minister, ik dank u voor het uitgebreide antwoord.",1801,3940,12,0.1000000000,0.800000000,"mijnheer de minister , ik danken u voor het uitgebreien antwoord .","NN DT NN , PRP VBP PRP IN DT VBN NN .","mijnheer_NN de_DT minister_NN ,_, ik_PRP danken_VBP u_PRP voor_IN het_DT uitgebreien_VBN antwoord_NN ._.",NFS
3372,"Dat wil zeggen dat er geen ronkende verklaringen in de media worden afgelegd, dat er geen polarisering is, maar dat er gezocht wordt naar oplossingen om Europa van antwoord te dienen.",1582,3372,34,-0.6500000000,0.900000000,"dat willen zeggen dat er geen ronkennen verklaring in de media worden afleggen , dat er geen polarisering zijn , maar dat er gezocht worden naar oplossing om europa van antwoord te dienen .","PRP MD VBP CC RB PRP VBG NNS IN DT NN MD VBN , CC RB PRP NN MD , CC CC RB JJ MD IN NNS CC NNP IN NN TO MD .","dat_PRP willen_MD zeggen_VBP dat_CC er_RB geen_PRP ronkennen_VBG verklaring_NNS in_IN de_DT media_NN worden_MD afleggen_VBN ,_, dat_CC er_RB geen_PRP polarisering_NN zijn_MD ,_, maar_CC dat_CC er_RB gezocht_JJ worden_MD naar_IN oplossing_NNS om_CC europa_NNP van_IN antwoord_NN te_TO dienen_MD ._.",NFS
3166,"Klare taal, tot vorige week.",1502,3166,7,0.1833000000,0.325000000,"klare taal , tot vorig week .","NNP NN , IN JJ NN .","klare_NNP taal_NN ,_, tot_IN vorig_JJ week_NN ._.",NFS
2913,"Mijn idee is gelijk aan het idee dat de OESO verdedigt, dat wat de OESO aanbeveelt aan alle westerse landen.",1403,2913,22,0.0750000000,0.250000000,"mijn idee zijn gelijk aan het idee dat de oeso verdedigen , dat wat de oeso aanbevelen aan alle westers land .","PRP$ NN MD NN IN DT NN CC DT NN VBZ , CC PRP DT NN VBZ IN PRP JJ NNS .","mijn_PRP$ idee_NN zijn_MD gelijk_NN aan_IN het_DT idee_NN dat_CC de_DT oeso_NN verdedigen_VBZ ,_, dat_CC wat_PRP de_DT oeso_NN aanbevelen_VBZ aan_IN alle_PRP westers_JJ land_NNS ._.",NFS
4081,"Mevrouw Van Camp, de beslissing is genomen door de Overeenkomstencommissie verpleegkundigen– verzekeringsinstellingen en het RIZIV.",1851,4081,17,0.0000000000,0.000000000,"mevrouw van camp , de beslissing zijn nemen door de overeenkomstencommissie verpleegkundigen– verzekeringsinstelling en het riziv .","NN IN NNP , DT NN MD VBN IN DT NNP NN NNS CC PRP NN .","mevrouw_NN van_IN camp_NNP ,_, de_DT beslissing_NN zijn_MD nemen_VBN door_IN de_DT overeenkomstencommissie_NNP verpleegkundigen–_NN verzekeringsinstelling_NNS en_CC het_PRP riziv_NN ._.",CFS
3146,De volgende weken en maanden zullen wij werken aan zo’n programma.,1493,3146,14,0.0000000000,0.200000000,de volgend week en maand zullen wij werken aan zo ’ n programma .,DT JJ NNS CC NNS MD PRP VB IN RB JJ NN NN .,de_DT volgend_JJ week_NNS en_CC maand_NNS zullen_MD wij_PRP werken_VB aan_IN zo_RB ’_JJ n_NN programma_NN ._.,NFS
3824,Dit kunnen wij niet aanvaarden.,1754,3824,6,0.0000000000,0.000000000,dit kunnen wij niet aanvaarden .,PRP MD PRP RB VB .,dit_PRP kunnen_MD wij_PRP niet_RB aanvaarden_VB ._.,NFS
2936,Op dit moment gaat het om nul personen.,1412,2936,9,0.0000000000,0.000000000,oppen dit moment gaten het om nul persoon .,VB PRP NN VBZ PRP IN NN NNS .,oppen_VB dit_PRP moment_NN gaten_VBZ het_PRP om_IN nul_NN persoon_NNS ._.,CFS
3319,De ANPR-camera’s worden vandaag al gebruikt om verschillende vormen van fraude tegen te gaan.,1569,3319,17,0.0000000000,0.200000000,de anpr-camera ’  worden vandaag al gebruiken om verschillende vorm van fraude tegen te gaan .,DT NN NN NNS MD RB RB VBN CC PRP NNS IN NN RP TO VB .,de_DT anpr-camera_NN ’_NN _NNS worden_MD vandaag_RB al_RB gebruiken_VBN om_CC verschillende_PRP vorm_NNS van_IN fraude_NN tegen_RP te_TO gaan_VB ._.,CFS
3816,De VSOA stelt dat er sinds 2000 een beleidslijn is om niet op treden.,1751,3816,15,0.0000000000,0.000000000,de vsoa stellen dat er sinds 2000 een beleidslijn zijn om niet op treden .,DT NN VBP CC RB IN CD DT NN MD CC RB IN VB .,de_DT vsoa_NN stellen_VBP dat_CC er_RB sinds_IN 2000_CD een_DT beleidslijn_NN zijn_MD om_CC niet_RB op_IN treden_VB ._.,CFS
3712,Er zijn inderdaad zeer ongelukkige uitspraken gedaan door de Koninklijke Belgische Zwembond.,1712,3712,13,-0.5500000000,0.880000000,er zijn inderdaad zeer ongelukkig uitspraak doen door de koninklijke belgisch zwembond .,RB VBP RB RB JJ NNS VBN IN DT NNP JJ NNP .,er_RB zijn_VBP inderdaad_RB zeer_RB ongelukkig_JJ uitspraak_NNS doen_VBN door_IN de_DT koninklijke_NNP belgisch_JJ zwembond_NNP ._.,NFS
3869,"U zei twee dagen geleden dat dit een recent fenomeen is, iets dat uit de lucht komt gevallen.",1773,3869,20,0.0000000000,0.400000000,"u zeggen twee dag geleden dat dit een recent fenomeen zijn , iets dat uit de lucht komen geval .","PRP VBD CD NNS RB CC PRP DT JJ NN MD , PRP PRP IN DT NN VBZ NNS .","u_PRP zeggen_VBD twee_CD dag_NNS geleden_RB dat_CC dit_PRP een_DT recent_JJ fenomeen_NN zijn_MD ,_, iets_PRP dat_PRP uit_IN de_DT lucht_NN komen_VBZ geval_NNS ._.",CFS
3528,Er duiken nu nieuwe feiten op.,1646,3528,7,0.1500000000,0.450000000,er duiken nu nieuw feit op .,RB VBP RB JJ NNS RP .,er_RB duiken_VBP nu_RB nieuw_JJ feit_NNS op_RP ._.,UFS
3493,"Ik meen dan ook dat naast een positieve en hoopvolle aanpak, waaraan we allemaal kunnen meewerken, een aantal ondersteuningsmaatregelen noodzakelijk zijn voor de economie.",1627,3493,27,0.2333000000,0.616700000,"ik menen dan ook dat naast een positief en hoopvol aanpak , waaraan we allemaal kunnen meewerken , een aantal ondersteuningsmaatregel noodzakelijk zijn voor de economie .","PRP VBP RB RB PRP IN DT JJ CC JJ NN , RB PRP PRP MD VB , DT NN NNS JJ PRP IN DT NN .","ik_PRP menen_VBP dan_RB ook_RB dat_PRP naast_IN een_DT positief_JJ en_CC hoopvol_JJ aanpak_NN ,_, waaraan_RB we_PRP allemaal_PRP kunnen_MD meewerken_VB ,_, een_DT aantal_NN ondersteuningsmaatregel_NNS noodzakelijk_JJ zijn_PRP voor_IN de_DT economie_NN ._.",NFS
4147,Zij vroegen het begrip beter te definiëren.,1879,4147,8,0.0000000000,0.000000000,zij vragen het begrip beter te definiëren .,PRP VBD DT NN JJR TO VB .,zij_PRP vragen_VBD het_DT begrip_NN beter_JJR te_TO definiëren_VB ._.,UFS
4078,U weet dat die al enorm achterlopen.,1849,4078,8,0.7000000000,1.000000000,u wijten dat die al enorm achterloop .,PRP VBP CC PRP RB JJ NNS .,u_PRP wijten_VBP dat_CC die_PRP al_RB enorm_JJ achterloop_NNS ._.,NFS
3419,"Ten eerste, u hebt vorig jaar de mensen al 2% doen inleveren in lonen en uitkeringen en u heeft de pensioenleeftijd verhoogd tot 67 jaar.",1595,3419,27,0.0000000000,0.050000000,"ten eerste , u hebben vorig jaar de mens al 2% doen inleveer in loon en uitkering en u hebben de pensioenleeftijd verhogen tot 67 jaar .","IN CD , PRP VBP JJ NN DT NNS RB CD VB NNS IN NNS CC NNS CC PRP MD DT NN VBN IN CD NN .","ten_IN eerste_CD ,_, u_PRP hebben_VBP vorig_JJ jaar_NN de_DT mens_NNS al_RB 2%_CD doen_VB inleveer_NNS in_IN loon_NNS en_CC uitkering_NNS en_CC u_PRP hebben_MD de_DT pensioenleeftijd_NN verhogen_VBN tot_IN 67_CD jaar_NN ._.",CFS
2912,"Mijnheer de minister, wat mij enigszins verwondert, is dat u het heeft over mijn idee over die zaak.",1402,2912,21,0.0000000000,0.000000000,"mijnheer de minister , wat mij enigszins verwondert , zijn dat u het hebben over mijn idee over die zaak .","NN DT NN , PRP PRP RB NN , MD CC PRP PRP VBZ IN PRP$ NN IN PRP NN .","mijnheer_NN de_DT minister_NN ,_, wat_PRP mij_PRP enigszins_RB verwondert_NN ,_, zijn_MD dat_CC u_PRP het_PRP hebben_VBZ over_IN mijn_PRP$ idee_NN over_IN die_PRP zaak_NN ._.",NFS
3125,"Immers, enkel wanneer de Duits-Franse as en de Benelux goed werken, kan Europa vooruitgaan.",1484,3125,17,0.2750000000,0.550000000,"immers , enkel wanneer de duits-franse as en de benelux goed werken , kunnen europa vooruitganen .","RB , PRP CC DT NNP NN CC DT NNP JJ VB , MD NNP VBP .","immers_RB ,_, enkel_PRP wanneer_CC de_DT duits-franse_NNP as_NN en_CC de_DT benelux_NNP goed_JJ werken_VB ,_, kunnen_MD europa_NNP vooruitganen_VBP ._.",NFS
3642,Ik meen dat het tijd is voor verandering.,1687,3642,9,0.0000000000,0.000000000,ik menen dat het tijd zijn voor verandering .,PRP VBP CC DT NN MD IN NN .,ik_PRP menen_VBP dat_CC het_DT tijd_NN zijn_MD voor_IN verandering_NN ._.,NFS
3555,Dat is uiteraard zeer goed.,1653,3555,6,0.6050000000,0.990000000,dat zijn uiteraard zeer goed .,PRP MD RB RB JJ .,dat_PRP zijn_MD uiteraard_RB zeer_RB goed_JJ ._.,NFS
3390,Volgens mij komen we daarmee een eind weg.,1588,3390,9,0.0000000000,0.000000000,volgens mij komen we daarmee een eind weg .,IN PRP VB PRP RB DT NN RB .,volgens_IN mij_PRP komen_VB we_PRP daarmee_RB een_DT eind_NN weg_RB ._.,NFS
3240,"Mijnheer de voorzitter, mijnheer de minister, mijn vraag zal inhoudelijk enigszins anders zijn dan de vraag die ik u in de commissie had bezorgd en waarvoor u mij nog een schriftelijk antwoord zal bezorgen.",1538,3240,37,-0.0333000000,0.533300000,"mijnheer de voorzitter , mijnheer de minister , mijn vraag zullen inhoudelijk enigszins anders zijn dan de vraag die ik u in de commissie hebben bezorgen en waarvoor u mij nog een schriftelijk antwoord zullen bezorgen .","NN DT NN , NN DT NN , PRP$ NN MD JJ RB RB MD RB DT NN PRP PRP PRP IN DT NN MD VBN CC RB PRP PRP RB DT JJ NN MD VB .","mijnheer_NN de_DT voorzitter_NN ,_, mijnheer_NN de_DT minister_NN ,_, mijn_PRP$ vraag_NN zullen_MD inhoudelijk_JJ enigszins_RB anders_RB zijn_MD dan_RB de_DT vraag_NN die_PRP ik_PRP u_PRP in_IN de_DT commissie_NN hebben_MD bezorgen_VBN en_CC waarvoor_RB u_PRP mij_PRP nog_RB een_DT schriftelijk_JJ antwoord_NN zullen_MD bezorgen_VB ._.",NFS
4000,"Keuzes die wij gaan maken om aan te tonen hoe wij het licht zullen laten branden, na 2025.",1819,4000,20,0.2250000000,0.725000000,"keuzes die wij gaan maken om aan te tonen hoe wij het licht zullen laten branden , na 2025 .","NNP PRP PRP MD VB CC RP TO VBP RB PRP DT NN MD MD VBP , IN CD .","keuzes_NNP die_PRP wij_PRP gaan_MD maken_VB om_CC aan_RP te_TO tonen_VBP hoe_RB wij_PRP het_DT licht_NN zullen_MD laten_MD branden_VBP ,_, na_IN 2025_CD ._.",NFS
4127,"De vereiste dat een strafrechtelijke inbreuk moet zijn aangetoond, vervalt eveneens.",1873,4127,13,0.2000000000,0.450000000,"de vereisen dat een strafrechtelijk inbreuk moeten zijn aantonen , vervallen eveneens .","DT VBN CC DT JJ NN MD PRP VBN , VBZ RB .","de_DT vereisen_VBN dat_CC een_DT strafrechtelijk_JJ inbreuk_NN moeten_MD zijn_PRP aantonen_VBN ,_, vervallen_VBZ eveneens_RB ._.",CFS
4105,De heer Philipsen heeft duidelijk gesteld dat er geen nood was aan bijkomende aanwervingen bij de BBI.,1865,4105,18,0.4500000000,0.600000000,de heer philipsen hebben duidelijk stellen dat er geen nood zijn aan bijkomennen aanwerving bij de bbi .,DT NN NNP MD JJ VBN CC RB PRP NN MD IN VBG NNS IN DT NN .,de_DT heer_NN philipsen_NNP hebben_MD duidelijk_JJ stellen_VBN dat_CC er_RB geen_PRP nood_NN zijn_MD aan_IN bijkomennen_VBG aanwerving_NNS bij_IN de_DT bbi_NN ._.,CFS
3003,"Mijnheer de minister, de war on drugs die door uw burgemeester en partijvoorzitter in Antwerpen werd afgekondigd, lijkt niet echt af te stevenen op een groot succes.",1435,3003,30,0.1333000000,0.550000000,"mijnheer de minister , de war on drug die door uw burgemeester en partijvoorzitter in antwerpen worden afkondigen , lijken niet echt af te stevenen op een groot succes .","NN DT NN , DT NN JJ NNS PRP IN PRP$ NN CC NN IN NNP MD VBN , MD RB JJ RP TO VB IN DT JJ NN .","mijnheer_NN de_DT minister_NN ,_, de_DT war_NN on_JJ drug_NNS die_PRP door_IN uw_PRP$ burgemeester_NN en_CC partijvoorzitter_NN in_IN antwerpen_NNP worden_MD afkondigen_VBN ,_, lijken_MD niet_RB echt_JJ af_RP te_TO stevenen_VB op_IN een_DT groot_JJ succes_NN ._.",NFS
3668,Ik kijk met belangstelling uit naar de wetsontwerpen.,1695,3668,9,-0.6500000000,0.900000000,ik kijken met belangstelling uit naar de wetsontwerp .,PRP VB IN NN RP IN DT NNS .,ik_PRP kijken_VB met_IN belangstelling_NN uit_RP naar_IN de_DT wetsontwerp_NNS ._.,NFS
4106,"Hij heeft dus nooit gepleit voor meer manschappen bij de BBI, op geen enkel moment waarop hij daar geweest is.",1866,4106,22,0.0000000000,0.200000000,"hij hebben dus nooit pleiten voor meer manschap bij de bbi , op geen enkel moment waarop hij daar wezen zijn .","PRP VBZ RB RB VBN IN CD NNS IN DT NN , IN PRP PRP NN RB PRP RB MD MD .","hij_PRP hebben_VBZ dus_RB nooit_RB pleiten_VBN voor_IN meer_CD manschap_NNS bij_IN de_DT bbi_NN ,_, op_IN geen_PRP enkel_PRP moment_NN waarop_RB hij_PRP daar_RB wezen_MD zijn_MD ._.",CFS
3511,Voor maart 2016 alleen al waren er 1 502 meldingen.,1634,3511,11,0.0000000000,0.000000000,voor maart 2016 alleen al zijn er 1 502 melding .,IN NNP CD RB RB VBD RB CD CD NNS .,voor_IN maart_NNP 2016_CD alleen_RB al_RB zijn_VBD er_RB 1_CD 502_CD melding_NNS ._.,CFS
3362,"Collega Penris, ik zal geen uitspraken doen over de uitspraken van uw echtgenote, maar ik kan wel nogmaals bevestigen wat ik u toen heb gezegd, namelijk dat ik achter de wet-Major blijf staan.",1579,3362,37,0.0000000000,0.000000000,"collega penris , ik zullen geen uitspraak doen over de uitspraak van uw echtgenote , maar ik kunnen wel nogmaal bevestigen wat ik u toen hebben zeggen , namelijk dat ik achter de wet-major blijven staan .","NN NNP , PRP MD PRP NNS VB IN DT NNS IN PRP$ NN , CC PRP MD RB NNS JJ PRP PRP PRP CC MD VBN , CC CC PRP IN DT NN MD VB .","collega_NN penris_NNP ,_, ik_PRP zullen_MD geen_PRP uitspraak_NNS doen_VB over_IN de_DT uitspraak_NNS van_IN uw_PRP$ echtgenote_NN ,_, maar_CC ik_PRP kunnen_MD wel_RB nogmaal_NNS bevestigen_JJ wat_PRP ik_PRP u_PRP toen_CC hebben_MD zeggen_VBN ,_, namelijk_CC dat_CC ik_PRP achter_IN de_DT wet-major_NN blijven_MD staan_VB ._.",NFS
3666,U mag zich dus snel aan wetsontwerpen verwachten.,1693,3666,9,0.4000000000,0.750000000,u mogen zich dus snel aan wetsontwerp verwachten .,PRP MD PRP RB JJ IN NNS VB .,u_PRP mogen_MD zich_PRP dus_RB snel_JJ aan_IN wetsontwerp_NNS verwachten_VB ._.,NFS
3976,"Mijnheer de minister, ik heb maar twee vragen voor u.",1811,3976,11,0.0000000000,0.000000000,"mijnheer de minister , ik hebben maar twee vragen voor u.","NN DT NN , PRP MD RB CD VB RP NN","mijnheer_NN de_DT minister_NN ,_, ik_PRP hebben_MD maar_RB twee_CD vragen_VB voor_RP u._NN",NFS
3672,"Mijnheer de minister, ik wil u alvast welkom heten.",1697,3672,11,0.8000000000,0.900000000,"mijnheer de minister , ik willen u alvast welkom heet .","NN DT NN , PRP MD PRP RB JJ NNS .","mijnheer_NN de_DT minister_NN ,_, ik_PRP willen_MD u_PRP alvast_RB welkom_JJ heet_NNS ._.",NFS
3807,En dan staat men daar in het hol van de leeuw.,1744,3807,12,0.0000000000,0.000000000,en dan staan men daar in het hol van de leeuw .,CC RB VBZ PRP RB IN DT NN IN DT NN .,en_CC dan_RB staan_VBZ men_PRP daar_RB in_IN het_DT hol_NN van_IN de_DT leeuw_NN ._.,NFS
3165,"Ook van de schatting van 245 miljoen euro die de taks op de effectenrekening moet opbrengen, is de minister van Financiën overtuigd”.",1501,3165,25,0.0000000000,0.000000000,"ook van de schatting van 245 miljoen euro die de tak op de effectenrekening moeten opbrengen , zijn de minister van financiën overtuigen ” .","RB IN DT NN IN CD CD NN PRP DT NNS IN DT NN MD VB , MD DT NN IN NNP VBN . .","ook_RB van_IN de_DT schatting_NN van_IN 245_CD miljoen_CD euro_NN die_PRP de_DT tak_NNS op_IN de_DT effectenrekening_NN moeten_MD opbrengen_VB ,_, zijn_MD de_DT minister_NN van_IN financiën_NNP overtuigen_VBN ”_. ._.",CFS
3663,U hebt op de Staten-Generaal gezien dat ik nog wat overtuigingskracht aan de dag moest leggen ten aanzien van de minister van Mobiliteit.,1691,3663,24,0.0000000000,0.000000000,u hebben op de staten-generaal zien dat ik nog wat overtuigingskracht aan de dag moeten leggen ten aanzien van de minister van mobiliteit .,PRP VBP IN DT NNP VBN CC PRP RB PRP NN IN DT NN MD VB IN NN IN DT NN IN NNP .,u_PRP hebben_VBP op_IN de_DT staten-generaal_NNP zien_VBN dat_CC ik_PRP nog_RB wat_PRP overtuigingskracht_NN aan_IN de_DT dag_NN moeten_MD leggen_VB ten_IN aanzien_NN van_IN de_DT minister_NN van_IN mobiliteit_NNP ._.,NFS
3697,"Meisjes worden vanaf nu echter uitgesloten, schluss, gedaan.",1709,3697,11,0.0000000000,0.000000000,"meisje worden vanaf nu echter uitgesloot , schluss , doen .","NNS MD RP RB RB NNS , NN , VBN .","meisje_NNS worden_MD vanaf_RP nu_RB echter_RB uitgesloot_NNS ,_, schluss_NN ,_, doen_VBN ._.",NFS
3183,"Het grootste probleem, collega’s, met deze minister van Financiën is dat alles wat nog maar naar fiscale rechtvaardigheid ruikt door hem wordt gesaboteerd, zelfs deze taks op effectenrekeningen, een minimaatregel.",1510,3183,37,-0.6500000000,0.900000000,"het grootst probleem , collega ’  , metten deze minister van financiën zijn dat alles wat nog maar naar fiscaal rechtvaardigheid ruiken door hem worden saboteren , zelfs deze tak op effectenrekening , een minimaatregel .","DT JJS NN , NN NN NNS , VB PRP NN IN NNP MD CC PRP PRP JJ CC IN JJ NN VBN IN PRP MD VBN , CC PRP NNS IN NNS , DT NN .","het_DT grootst_JJS probleem_NN ,_, collega_NN ’_NN _NNS ,_, metten_VB deze_PRP minister_NN van_IN financiën_NNP zijn_MD dat_CC alles_PRP wat_PRP nog_JJ maar_CC naar_IN fiscaal_JJ rechtvaardigheid_NN ruiken_VBN door_IN hem_PRP worden_MD saboteren_VBN ,_, zelfs_CC deze_PRP tak_NNS op_IN effectenrekening_NNS ,_, een_DT minimaatregel_NN ._.",NFS
3520,"Laten wij voortwerken en vooral allemaal de economie, de handel en de horeca omarmen en ons niet laten doen.",1641,3520,21,0.0000000000,0.000000000,"laten wij voortwerk en vooral allemaal de economie , de handel en de horeca omarm en ons niet laten doen .","MD PRP NNS CC RB DT DT NN , DT NN CC DT NN NNS CC PRP$ RB MD VB .","laten_MD wij_PRP voortwerk_NNS en_CC vooral_RB allemaal_DT de_DT economie_NN ,_, de_DT handel_NN en_CC de_DT horeca_NN omarm_NNS en_CC ons_PRP$ niet_RB laten_MD doen_VB ._.",NFS
3593,In onze commissie en de subcommissie voor de Nucleaire Veiligheid is het altijd ter harte genomen.,1665,3593,17,0.0000000000,0.000000000,in onze commissie en de subcommissie voor de nucleaire veiligheid zijn het altijd ter harte nemen .,IN PRP$ NN CC DT NN IN DT NNP NNP MD PRP RB IN NN VBN .,in_IN onze_PRP$ commissie_NN en_CC de_DT subcommissie_NN voor_IN de_DT nucleaire_NNP veiligheid_NNP zijn_MD het_PRP altijd_RB ter_IN harte_NN nemen_VBN ._.,NFS
3998,Iedereen snakt naar duidelijkheid en zekerheid over het toekomstige energiebeleid.,1818,3998,11,-0.2750000000,0.600000000,iedereen snakken naar duidelijkheid en zekerheid over het toekomstig energiebeleid .,PRP VBZ IN NN CC NN IN DT JJ NN .,iedereen_PRP snakken_VBZ naar_IN duidelijkheid_NN en_CC zekerheid_NN over_IN het_DT toekomstig_JJ energiebeleid_NN ._.,NFS
